lon ; lat 
  nan; nan 
 -92.32222065; 41.68272372 
 -92.32220660; 41.68299161 
 -92.32184385; 41.68298124 
 -92.32185790; 41.68271335 
 -92.32222065; 41.68272372 
 nan; nan 
 -92.32222065; 41.68272372 
 -92.32223470; 41.68245583 
 -92.32187195; 41.68244546 
 -92.32188599; 41.68217757 
 -92.32190004; 41.68190968 
 -92.32191409; 41.68164178 
 -92.32192813; 41.68137389 
 -92.32156539; 41.68136352 
 -92.32157944; 41.68109563 
 -92.32121670; 41.68108526 
 -92.32085396; 41.68107488 
 -92.32049122; 41.68106450 
 -92.32012848; 41.68105412 
 -92.32014253; 41.68078623 
 -92.32015658; 41.68051834 
 -92.32017063; 41.68025045 
 -92.32018469; 41.67998257 
 -92.31982195; 41.67997219 
 -92.31945922; 41.67996181 
 -92.31947327; 41.67969392 
 -92.31911054; 41.67968354 
 -92.31874781; 41.67967315 
 -92.31838507; 41.67966277 
 -92.31802234; 41.67965239 
 -92.31765961; 41.67964200 
 -92.31729687; 41.67963162 
 -92.31693414; 41.67962123 
 -92.31692008; 41.67988912 
 -92.31655734; 41.67987873 
 -92.31657141; 41.67961084 
 -92.31620868; 41.67960045 
 -92.31584594; 41.67959006 
 -92.31548321; 41.67957967 
 -92.31512048; 41.67956928 
 -92.31475775; 41.67955889 
 -92.31439501; 41.67954849 
 -92.31440909; 41.67928060 
 -92.31404636; 41.67927021 
 -92.31368363; 41.67925981 
 -92.31369771; 41.67899192 
 -92.31371178; 41.67872404 
 -92.31372586; 41.67845615 
 -92.31373994; 41.67818826 
 -92.31375401; 41.67792037 
 -92.31376809; 41.67765248 
 -92.31378217; 41.67738459 
 -92.31341945; 41.67737420 
 -92.31343352; 41.67710631 
 -92.31344760; 41.67683842 
 -92.31346168; 41.67657053 
 -92.31309896; 41.67656013 
 -92.31311304; 41.67629225 
 -92.31275033; 41.67628185 
 -92.31238761; 41.67627145 
 -92.31240169; 41.67600356 
 -92.31203898; 41.67599316 
 -92.31205306; 41.67572527 
 -92.31169035; 41.67571487 
 -92.31132764; 41.67570447 
 -92.31131355; 41.67597236 
 -92.31095084; 41.67596195 
 -92.31093675; 41.67622984 
 -92.31057404; 41.67621943 
 -92.31021133; 41.67620903 
 -92.30984861; 41.67619862 
 -92.30948590; 41.67618821 
 -92.30949999; 41.67592033 
 -92.30913728; 41.67590992 
 -92.30877457; 41.67589951 
 -92.30841185; 41.67588910 
 -92.30804914; 41.67587869 
 -92.30806324; 41.67561080 
 -92.30770053; 41.67560039 
 -92.30733782; 41.67558997 
 -92.30735192; 41.67532208 
 -92.30698921; 41.67531167 
 -92.30662650; 41.67530125 
 -92.30626379; 41.67529084 
 -92.30590108; 41.67528042 
 -92.30553838; 41.67527000 
 -92.30555248; 41.67500211 
 -92.30518978; 41.67499169 
 -92.30482707; 41.67498127 
 -92.30446436; 41.67497085 
 -92.30445025; 41.67523874 
 -92.30408754; 41.67522831 
 -92.30407343; 41.67549620 
 -92.30371072; 41.67548578 
 -92.30334801; 41.67547535 
 -92.30336213; 41.67520746 
 -92.30299942; 41.67519704 
 -92.30263671; 41.67518661 
 -92.30265083; 41.67491872 
 -92.30266495; 41.67465084 
 -92.30230224; 41.67464041 
 -92.30231636; 41.67437252 
 -92.30233048; 41.67410464 
 -92.30234460; 41.67383675 
 -92.30198190; 41.67382632 
 -92.30199602; 41.67355844 
 -92.30201014; 41.67329055 
 -92.30164745; 41.67328012 
 -92.30166157; 41.67301224 
 -92.30202426; 41.67302267 
 -92.30203838; 41.67275478 
 -92.30205250; 41.67248689 
 -92.30206662; 41.67221901 
 -92.30208074; 41.67195112 
 -92.30171805; 41.67194069 
 -92.30135536; 41.67193026 
 -92.30136949; 41.67166238 
 -92.30100680; 41.67165195 
 -92.30064411; 41.67164151 
 -92.30028142; 41.67163108 
 -92.29991873; 41.67162064 
 -92.29955604; 41.67161021 
 -92.29957017; 41.67134232 
 -92.29920748; 41.67133189 
 -92.29884480; 41.67132145 
 -92.29883066; 41.67158933 
 -92.29881653; 41.67185722 
 -92.29880240; 41.67212510 
 -92.29843971; 41.67211466 
 -92.29842557; 41.67238255 
 -92.29841144; 41.67265044 
 -92.29804875; 41.67264000 
 -92.29803461; 41.67290788 
 -92.29767191; 41.67289744 
 -92.29730922; 41.67288700 
 -92.29729508; 41.67315488 
 -92.29693238; 41.67314444 
 -92.29656969; 41.67313399 
 -92.29620699; 41.67312355 
 -92.29619285; 41.67339143 
 -92.29583015; 41.67338099 
 -92.29581601; 41.67364887 
 -92.29545331; 41.67363843 
 -92.29543916; 41.67390631 
 -92.29507646; 41.67389586 
 -92.29506232; 41.67416375 
 -92.29504817; 41.67443163 
 -92.29468547; 41.67442118 
 -92.29467132; 41.67468907 
 -92.29430861; 41.67467862 
 -92.29394591; 41.67466817 
 -92.29393176; 41.67493605 
 -92.29391761; 41.67520394 
 -92.29355490; 41.67519349 
 -92.29354075; 41.67546137 
 -92.29317804; 41.67545092 
 -92.29281533; 41.67544046 
 -92.29280118; 41.67570835 
 -92.29243847; 41.67569789 
 -92.29242431; 41.67596578 
 -92.29206160; 41.67595532 
 -92.29204744; 41.67622321 
 -92.29168473; 41.67621275 
 -92.29167057; 41.67648063 
 -92.29165641; 41.67674852 
 -92.29164225; 41.67701641 
 -92.29162808; 41.67728429 
 -92.29161392; 41.67755218 
 -92.29159976; 41.67782006 
 -92.29158560; 41.67808795 
 -92.29194832; 41.67809841 
 -92.29193416; 41.67836629 
 -92.29229688; 41.67837675 
 -92.29228273; 41.67864464 
 -92.29192000; 41.67863418 
 -92.29190584; 41.67890207 
 -92.29189168; 41.67916995 
 -92.29187752; 41.67943784 
 -92.29186336; 41.67970572 
 -92.29184920; 41.67997361 
 -92.29183504; 41.68024150 
 -92.29182088; 41.68050938 
 -92.29218361; 41.68051984 
 -92.29216945; 41.68078773 
 -92.29215529; 41.68105562 
 -92.29214113; 41.68132350 
 -92.29177839; 41.68131305 
 -92.29176423; 41.68158093 
 -92.29140149; 41.68157047 
 -92.29103875; 41.68156001 
 -92.29067602; 41.68154955 
 -92.29066185; 41.68181744 
 -92.29029911; 41.68180698 
 -92.29028494; 41.68207486 
 -92.28992220; 41.68206440 
 -92.28955946; 41.68205394 
 -92.28919672; 41.68204347 
 -92.28918255; 41.68231136 
 -92.28881981; 41.68230089 
 -92.28845706; 41.68229043 
 -92.28847124; 41.68202254 
 -92.28810850; 41.68201207 
 -92.28774576; 41.68200160 
 -92.28738302; 41.68199113 
 -92.28736884; 41.68225902 
 -92.28700610; 41.68224855 
 -92.28699192; 41.68251643 
 -92.28662917; 41.68250596 
 -92.28626643; 41.68249549 
 -92.28628061; 41.68222760 
 -92.28591787; 41.68221713 
 -92.28555513; 41.68220665 
 -92.28519239; 41.68219618 
 -92.28482965; 41.68218570 
 -92.28481546; 41.68245358 
 -92.28445272; 41.68244311 
 -92.28443853; 41.68271099 
 -92.28480127; 41.68272147 
 -92.28478708; 41.68298936 
 -92.28514983; 41.68299984 
 -92.28513564; 41.68326772 
 -92.28512145; 41.68353561 
 -92.28510727; 41.68380350 
 -92.28547002; 41.68381397 
 -92.28545583; 41.68408186 
 -92.28544164; 41.68434975 
 -92.28542746; 41.68461763 
 -92.28506470; 41.68460716 
 -92.28505052; 41.68487504 
 -92.28503633; 41.68514293 
 -92.28539908; 41.68515341 
 -92.28538490; 41.68542130 
 -92.28537071; 41.68568918 
 -92.28535652; 41.68595707 
 -92.28499376; 41.68594659 
 -92.28463100; 41.68593612 
 -92.28461681; 41.68620400 
 -92.28425405; 41.68619352 
 -92.28423986; 41.68646141 
 -92.28387710; 41.68645093 
 -92.28351433; 41.68644045 
 -92.28350014; 41.68670834 
 -92.28313738; 41.68669786 
 -92.28312318; 41.68696574 
 -92.28310899; 41.68723363 
 -92.28274622; 41.68722315 
 -92.28273202; 41.68749104 
 -92.28236925; 41.68748055 
 -92.28235505; 41.68774844 
 -92.28234086; 41.68801633 
 -92.28232666; 41.68828421 
 -92.28231246; 41.68855210 
 -92.28229826; 41.68881999 
 -92.28228406; 41.68908788 
 -92.28192128; 41.68907739 
 -92.28190708; 41.68934528 
 -92.28154431; 41.68933479 
 -92.28118153; 41.68932431 
 -92.28116732; 41.68959220 
 -92.28080455; 41.68958171 
 -92.28044177; 41.68957122 
 -92.28042756; 41.68983910 
 -92.28006478; 41.68982861 
 -92.27970200; 41.68981812 
 -92.27933922; 41.68980763 
 -92.27932501; 41.69007552 
 -92.27896223; 41.69006502 
 -92.27859945; 41.69005453 
 -92.27823667; 41.69004403 
 -92.27787389; 41.69003353 
 -92.27751111; 41.69002304 
 -92.27749689; 41.69029092 
 -92.27713411; 41.69028042 
 -92.27711989; 41.69054831 
 -92.27675710; 41.69053781 
 -92.27674288; 41.69080570 
 -92.27672866; 41.69107359 
 -92.27671444; 41.69134148 
 -92.27670022; 41.69160937 
 -92.27633743; 41.69159886 
 -92.27632321; 41.69186675 
 -92.27630899; 41.69213464 
 -92.27629477; 41.69240253 
 -92.27628054; 41.69267042 
 -92.27591775; 41.69265991 
 -92.27590352; 41.69292780 
 -92.27554073; 41.69291730 
 -92.27517793; 41.69290679 
 -92.27516371; 41.69317468 
 -92.27514948; 41.69344257 
 -92.27478668; 41.69343207 
 -92.27477245; 41.69369995 
 -92.27440965; 41.69368945 
 -92.27404686; 41.69367894 
 -92.27368406; 41.69366843 
 -92.27332126; 41.69365792 
 -92.27330702; 41.69392581 
 -92.27294422; 41.69391530 
 -92.27258142; 41.69390479 
 -92.27259566; 41.69363690 
 -92.27223286; 41.69362638 
 -92.27187006; 41.69361587 
 -92.27150727; 41.69360536 
 -92.27114447; 41.69359484 
 -92.27078167; 41.69358432 
 -92.27041887; 41.69357380 
 -92.27040463; 41.69384169 
 -92.27004183; 41.69383117 
 -92.27002758; 41.69409906 
 -92.26966478; 41.69408854 
 -92.26965053; 41.69435643 
 -92.26963628; 41.69462432 
 -92.26962203; 41.69489221 
 -92.26925923; 41.69488168 
 -92.26924498; 41.69514957 
 -92.26923073; 41.69541746 
 -92.26886792; 41.69540694 
 -92.26850511; 41.69539641 
 -92.26814231; 41.69538589 
 -92.26812805; 41.69565378 
 -92.26776524; 41.69564325 
 -92.26775099; 41.69591114 
 -92.26738818; 41.69590061 
 -92.26702537; 41.69589009 
 -92.26666256; 41.69587956 
 -92.26629975; 41.69586903 
 -92.26593694; 41.69585850 
 -92.26592268; 41.69612639 
 -92.26555987; 41.69611585 
 -92.26554560; 41.69638374 
 -92.26518279; 41.69637321 
 -92.26481998; 41.69636268 
 -92.26483425; 41.69609479 
 -92.26447144; 41.69608425 
 -92.26448571; 41.69581636 
 -92.26449998; 41.69554848 
 -92.26413717; 41.69553794 
 -92.26415144; 41.69527005 
 -92.26378863; 41.69525952 
 -92.26342583; 41.69524898 
 -92.26306302; 41.69523844 
 -92.26270022; 41.69522790 
 -92.26233741; 41.69521736 
 -92.26197461; 41.69520682 
 -92.26198888; 41.69493893 
 -92.26200316; 41.69467104 
 -92.26164036; 41.69466050 
 -92.26165464; 41.69439261 
 -92.26129184; 41.69438207 
 -92.26130612; 41.69411418 
 -92.26094332; 41.69410363 
 -92.26092904; 41.69437152 
 -92.26056624; 41.69436098 
 -92.26055195; 41.69462886 
 -92.26018915; 41.69461832 
 -92.25982635; 41.69460777 
 -92.25946355; 41.69459722 
 -92.25910075; 41.69458667 
 -92.25873795; 41.69457612 
 -92.25837514; 41.69456557 
 -92.25838944; 41.69429768 
 -92.25802664; 41.69428712 
 -92.25804093; 41.69401924 
 -92.25767813; 41.69400868 
 -92.25766384; 41.69427657 
 -92.25764954; 41.69454446 
 -92.25763525; 41.69481234 
 -92.25762095; 41.69508023 
 -92.25760666; 41.69534812 
 -92.25724385; 41.69533756 
 -92.25725815; 41.69506968 
 -92.25689535; 41.69505912 
 -92.25653254; 41.69504856 
 -92.25654684; 41.69478068 
 -92.25618404; 41.69477012 
 -92.25582124; 41.69475956 
 -92.25545844; 41.69474900 
 -92.25547274; 41.69448111 
 -92.25510994; 41.69447055 
 -92.25474714; 41.69445999 
 -92.25476144; 41.69419210 
 -92.25439864; 41.69418154 
 -92.25441295; 41.69391365 
 -92.25405015; 41.69390309 
 -92.25406446; 41.69363520 
 -92.25370167; 41.69362464 
 -92.25371597; 41.69335675 
 -92.25373028; 41.69308886 
 -92.25374459; 41.69282098 
 -92.25375890; 41.69255309 
 -92.25377321; 41.69228520 
 -92.25378752; 41.69201732 
 -92.25380183; 41.69174943 
 -92.25343904; 41.69173887 
 -92.25345335; 41.69147098 
 -92.25309057; 41.69146041 
 -92.25272778; 41.69144985 
 -92.25274209; 41.69118196 
 -92.25237931; 41.69117139 
 -92.25201653; 41.69116082 
 -92.25165375; 41.69115025 
 -92.25166806; 41.69088237 
 -92.25130528; 41.69087179 
 -92.25131960; 41.69060391 
 -92.25095682; 41.69059334 
 -92.25059404; 41.69058276 
 -92.25023126; 41.69057219 
 -92.24986848; 41.69056161 
 -92.24950570; 41.69055103 
 -92.24914292; 41.69054045 
 -92.24878014; 41.69052988 
 -92.24841737; 41.69051930 
 -92.24805459; 41.69050871 
 -92.24769181; 41.69049813 
 -92.24732903; 41.69048755 
 -92.24696625; 41.69047696 
 -92.24695192; 41.69074485 
 -92.24658914; 41.69073426 
 -92.24622636; 41.69072368 
 -92.24586358; 41.69071309 
 -92.24584924; 41.69098098 
 -92.24548646; 41.69097039 
 -92.24547212; 41.69123827 
 -92.24545778; 41.69150616 
 -92.24509500; 41.69149557 
 -92.24473221; 41.69148498 
 -92.24436943; 41.69147438 
 -92.24400665; 41.69146379 
 -92.24364386; 41.69145320 
 -92.24362952; 41.69172108 
 -92.24326673; 41.69171049 
 -92.24290395; 41.69169989 
 -92.24288960; 41.69196778 
 -92.24252681; 41.69195718 
 -92.24254116; 41.69168930 
 -92.24217838; 41.69167870 
 -92.24219273; 41.69141081 
 -92.24182995; 41.69140021 
 -92.24146717; 41.69138961 
 -92.24110439; 41.69137901 
 -92.24074160; 41.69136841 
 -92.24037882; 41.69135781 
 -92.24001604; 41.69134721 
 -92.23965326; 41.69133660 
 -92.23963890; 41.69160448 
 -92.23927611; 41.69159388 
 -92.23926175; 41.69186176 
 -92.23889896; 41.69185116 
 -92.23888460; 41.69211904 
 -92.23852181; 41.69210843 
 -92.23850745; 41.69237632 
 -92.23887023; 41.69238692 
 -92.23885587; 41.69265481 
 -92.23884150; 41.69292269 
 -92.23920429; 41.69293330 
 -92.23918993; 41.69320118 
 -92.23917556; 41.69346907 
 -92.23953836; 41.69347968 
 -92.23952399; 41.69374756 
 -92.23988679; 41.69375817 
 -92.23987242; 41.69402605 
 -92.23985806; 41.69429394 
 -92.24022086; 41.69430454 
 -92.24058366; 41.69431514 
 -92.24056930; 41.69458303 
 -92.24093210; 41.69459363 
 -92.24091774; 41.69486152 
 -92.24128054; 41.69487212 
 -92.24126618; 41.69514000 
 -92.24125182; 41.69540789 
 -92.24123747; 41.69567577 
 -92.24122311; 41.69594366 
 -92.24120875; 41.69621154 
 -92.24084595; 41.69620094 
 -92.24083159; 41.69646883 
 -92.24046878; 41.69645823 
 -92.24010597; 41.69644762 
 -92.23974316; 41.69643702 
 -92.23938035; 41.69642641 
 -92.23901755; 41.69641580 
 -92.23865474; 41.69640520 
 -92.23866911; 41.69613731 
 -92.23830630; 41.69612670 
 -92.23794349; 41.69611609 
 -92.23758069; 41.69610548 
 -92.23756632; 41.69637337 
 -92.23720351; 41.69636276 
 -92.23684070; 41.69635214 
 -92.23647789; 41.69634153 
 -92.23611509; 41.69633091 
 -92.23612946; 41.69606303 
 -92.23614384; 41.69579514 
 -92.23615822; 41.69552726 
 -92.23617259; 41.69525937 
 -92.23618697; 41.69499149 
 -92.23582417; 41.69498087 
 -92.23546137; 41.69497026 
 -92.23509857; 41.69495964 
 -92.23473577; 41.69494902 
 -92.23437297; 41.69493840 
 -92.23438735; 41.69467052 
 -92.23402456; 41.69465990 
 -92.23403894; 41.69439201 
 -92.23367614; 41.69438139 
 -92.23369053; 41.69411351 
 -92.23370492; 41.69384562 
 -92.23371930; 41.69357774 
 -92.23373369; 41.69330985 
 -92.23374807; 41.69304197 
 -92.23376246; 41.69277409 
 -92.23339967; 41.69276346 
 -92.23303688; 41.69275284 
 -92.23267409; 41.69274221 
 -92.23265970; 41.69301010 
 -92.23229691; 41.69299947 
 -92.23193412; 41.69298885 
 -92.23191973; 41.69325673 
 -92.23155694; 41.69324610 
 -92.23119415; 41.69323547 
 -92.23083136; 41.69322484 
 -92.23046857; 41.69321421 
 -92.23010578; 41.69320358 
 -92.23012018; 41.69293570 
 -92.22975739; 41.69292506 
 -92.22977179; 41.69265718 
 -92.22978619; 41.69238930 
 -92.22942341; 41.69237866 
 -92.22943781; 41.69211078 
 -92.22907502; 41.69210015 
 -92.22871224; 41.69208951 
 -92.22834946; 41.69207887 
 -92.22833505; 41.69234676 
 -92.22797227; 41.69233612 
 -92.22760948; 41.69232548 
 -92.22724670; 41.69231484 
 -92.22726111; 41.69204696 
 -92.22762389; 41.69205760 
 -92.22763830; 41.69178971 
 -92.22765271; 41.69152183 
 -92.22766711; 41.69125395 
 -92.22768152; 41.69098607 
 -92.22731874; 41.69097543 
 -92.22733315; 41.69070754 
 -92.22697038; 41.69069690 
 -92.22698479; 41.69042902 
 -92.22699920; 41.69016114 
 -92.22663642; 41.69015050 
 -92.22665084; 41.68988262 
 -92.22628806; 41.68987197 
 -92.22592529; 41.68986133 
 -92.22593971; 41.68959345 
 -92.22595412; 41.68932557 
 -92.22596853; 41.68905768 
 -92.22598295; 41.68878980 
 -92.22599736; 41.68852192 
 -92.22601178; 41.68825404 
 -92.22637454; 41.68826468 
 -92.22638895; 41.68799680 
 -92.22640336; 41.68772892 
 -92.22641778; 41.68746104 
 -92.22643219; 41.68719315 
 -92.22644660; 41.68692527 
 -92.22646101; 41.68665739 
 -92.22609826; 41.68664675 
 -92.22611267; 41.68637887 
 -92.22612708; 41.68611099 
 -92.22576433; 41.68610034 
 -92.22577874; 41.68583246 
 -92.22614150; 41.68584311 
 -92.22615591; 41.68557522 
 -92.22651866; 41.68558587 
 -92.22653307; 41.68531799 
 -92.22654748; 41.68505011 
 -92.22656189; 41.68478223 
 -92.22692464; 41.68479287 
 -92.22728738; 41.68480351 
 -92.22730179; 41.68453563 
 -92.22731620; 41.68426775 
 -92.22733061; 41.68399987 
 -92.22769335; 41.68401050 
 -92.22770776; 41.68374262 
 -92.22772216; 41.68347474 
 -92.22773657; 41.68320686 
 -92.22775097; 41.68293898 
 -92.22776538; 41.68267110 
 -92.22777979; 41.68240322 
 -92.22741705; 41.68239258 
 -92.22743146; 41.68212470 
 -92.22706873; 41.68211406 
 -92.22670600; 41.68210342 
 -92.22672041; 41.68183554 
 -92.22673482; 41.68156766 
 -92.22674922; 41.68129978 
 -92.22676363; 41.68103190 
 -92.22677804; 41.68076402 
 -92.22641532; 41.68075338 
 -92.22642973; 41.68048550 
 -92.22644414; 41.68021762 
 -92.22645855; 41.67994974 
