basin_id,sum(msi_paras)
08LG048,0.555820
05317000,0.607538
02193500,0.658652
03170000,0.661888
11467000,0.480830
12329500,0.557848
07139500,0.662557
02473000,0.679825
08KH001,0.581592
02479300,0.671727
13075500,0.560541
02054500,0.660493
13317000,0.519459
03346500,0.676159
04189000,0.665614
01576754,0.669521
03360000,0.662051
01598500,0.652026
14328000,0.508388
14123500,0.506406
02243000,0.670602
05464500,0.630927
09512800,0.527161
02477000,0.670559
03447687,0.683687
09304500,0.504897
12335100,0.561579
05402000,0.618388
09386950,0.564297
01674000,0.661063
04MD004,0.607967
05594000,0.654311
14233500,0.537526
04292000,0.623046
04117500,0.650773
07307028,0.602512
03142000,0.676089
08276300,0.581519
09304800,0.523208
02PL005,0.620972
05430500,0.632427
04172000,0.649207
09516500,0.486763
03593500,0.724885
04CA003,0.587408
08175000,0.601532
13132500,0.497083
01667500,0.658591
07263012,0.666821
07144795,0.599883
01BJ007,0.598144
07GJ001,0.613381
02FE009,0.631232
14190500,0.596358
02483500,0.679959
13235000,0.436283
09381800,0.556327
03341300,0.667345
01600000,0.650560
02140991,0.684965
07183000,0.632042
02475000,0.686050
06089000,0.587068
04077400,0.618734
08020900,0.659085
01629500,0.668359
14174000,0.605207
04063500,0.618446
13172500,0.581511
07191000,0.626589
08276500,0.568204
03427500,0.675332
12447383,0.444242
13340600,0.509427
07356000,0.653712
03221000,0.674874
07288650,0.655102
11113000,0.419287
03566000,0.694636
07097000,0.581627
02490500,0.665406
13140800,0.448711
02XA003,0.569290
10348200,0.455642
06483500,0.603902
08379500,0.594641
13169500,0.507692
06220800,0.512072
06033000,0.558342
02326512,0.664950
01553500,0.652794
04237500,0.671640
06867000,0.609247
05413500,0.619751
11218400,0.437933
11234760,0.458045
03378000,0.666724
08JB002,0.584857
02472000,0.676575
07EC003,0.559358
11051499,0.431084
03230800,0.664090
08164450,0.637498
07119700,0.644672
04066003,0.623671
06803080,0.610844
04114498,0.647462
06411500,0.609987
11157500,0.444974
03QC001,0.552331
07025400,0.669126
01664000,0.662467
03376300,0.673332
14359000,0.563551
02462951,0.697983
06430500,0.616602
06817000,0.627220
08086290,0.585942
05451210,0.613186
01531000,0.652136
03058975,0.677643
01357500,0.645542
05591200,0.663711
03106500,0.664915
10118000,0.541962
14312000,0.584723
02351890,0.664413
08279500,0.571277
05286000,0.609474
10348000,0.455642
12411000,0.536640
08066250,0.676158
01481000,0.656732
01013500,0.599857
06889000,0.658660
07124200,0.604992
13202000,0.477451
06752500,0.625873
06874000,0.604003
02413300,0.687009
02160105,0.677112
07166000,0.616441
05418500,0.629578
14178000,0.513973
08HA010,0.627390
02197315,0.680252
13042500,0.492573
02016000,0.666307
01AL002,0.612757
02388350,0.670337
08GD008,0.548979
05447500,0.647001
09499000,0.544021
05KG007,0.573338
01481500,0.660827
01205500,0.643825
08070000,0.644466
05107500,0.590103
14307620,0.625343
03321060,0.672891
05473400,0.647465
03527000,0.702153
11345500,0.509602
06DA002,0.534493
11152500,0.445491
02220900,0.675230
06630000,0.560185
05079000,0.599902
06287000,0.601513
06216900,0.603640
05427085,0.631692
05KH007,0.567187
06875900,0.614474
05436500,0.625023
05059700,0.581251
05464220,0.620704
02165000,0.676018
04200500,0.673657
10351700,0.489766
07074000,0.654322
02RH049,0.592669
05405000,0.626563
06200000,0.578172
06477000,0.612947
12448500,0.454810
07211000,0.608498
14103000,0.583981
06707500,0.564372
04FC001,0.585043
03129000,0.682328
02330000,0.678917
01604500,0.665693
02196000,0.661957
06166000,0.589302
11323500,0.480008
03366500,0.677057
03316500,0.700978
10113500,0.515802
09306222,0.573963
04135700,0.626962
02041650,0.669762
05061000,0.586694
06759910,0.648145
02223000,0.688154
03322900,0.669424
02RF002,0.596099
06445685,0.613716
08219500,0.508524
07382000,0.667009
07363500,0.674403
03FC007,0.548902
02087183,0.674058
01471000,0.647608
07257006,0.646943
06386500,0.617501
07346050,0.632109
03176500,0.679265
03117500,0.670811
07251500,0.640457
08KB001,0.596306
02487500,0.671070
02081747,0.670137
08093360,0.591474
08KB003,0.594014
06126050,0.619424
09490500,0.578188
06445700,0.614501
04247000,0.651716
02100500,0.673464
07160500,0.592642
011230695,0.637905
05319500,0.611129
05HD036,0.588327
06412500,0.611324
01551500,0.651142
07FB008,0.603523
05OC016,0.576618
08103800,0.594810
06BD001,0.565488
07BF009,0.587837
03150000,0.685329
06108000,0.594419
08062700,0.638881
08332010,0.606421
13217500,0.518890
06446000,0.619891
05455100,0.628039
07106000,0.610014
06934000,0.670194
06918065,0.641827
01610000,0.676597
08057410,0.629618
11070500,0.447875
11246700,0.468097
07EE010,0.608505
06883000,0.603335
13018750,0.474358
03282290,0.697564
07027720,0.665280
09444000,0.572847
05585000,0.650929
11290000,0.494155
07040100,0.677062
07231000,0.619071
06731000,0.611823
02233500,0.681416
12105900,0.582275
08068000,0.642664
05592000,0.669875
02319500,0.695033
11368000,0.480748
07303400,0.573466
08071280,0.637891
01FB003,0.617902
03334500,0.659699
08148500,0.565637
11470500,0.476863
01570500,0.667119
05481300,0.622983
07237500,0.616905
09224700,0.549289
13015000,0.459407
02173051,0.681088
02PG022,0.602382
13316500,0.504208
06710245,0.587271
11502500,0.540437
02047500,0.680241
02444160,0.686796
05CA012,0.602429
02450180,0.677709
05290000,0.592501
02173030,0.678748
07093700,0.525710
03024000,0.660895
03184500,0.688301
04065106,0.620640
09400350,0.607351
06038800,0.493880
09408135,0.569977
06800500,0.626691
03588500,0.679073
03198500,0.682167
02054530,0.660446
09237500,0.506140
07195430,0.650011
05SA002,0.589462
03349000,0.666112
05487470,0.633596
11370500,0.525669
05082625,0.565634
08317400,0.581971
07FB002,0.599534
08208000,0.588226
03432400,0.677538
08LE031,0.560209
03010500,0.645067
07EA005,0.570308
04294000,0.635323
09382000,0.562709
05378500,0.636977
03209500,0.692159
05488110,0.640003
01437500,0.625936
03057000,0.681844
01573000,0.650525
11525854,0.492069
03231500,0.689447
06412200,0.611317
09070500,0.521815
06653500,0.586796
06AC001,0.583776
02474560,0.682582
01315500,0.610190
02083000,0.666608
08175800,0.635306
07172000,0.610052
07093775,0.557158
11390500,0.539720
06873460,0.599119
14184100,0.559269
06423500,0.635143
08019000,0.636968
02226100,0.652727
02322800,0.676675
05078230,0.588280
06437000,0.629291
03606500,0.663665
04199000,0.666730
06877600,0.636894
02477990,0.676093
04181500,0.669520
07ED001,0.573442
08NN002,0.554261
10329000,0.525365
08086212,0.580237
06048700,0.597565
09188500,0.453851
04208504,0.674165
02423555,0.675467
09279150,0.496544
07314500,0.581340
02373000,0.675745
14148000,0.541640
01116500,0.644657
02234500,0.705768
13171620,0.579426
05481650,0.626575
05457700,0.617691
07BC006,0.582072
03348130,0.661748
02310947,0.675597
09239500,0.512597
05528000,0.634676
04LM001,0.605890
06436760,0.596280
03KC004,0.537190
04227500,0.654370
03205470,0.677311
02RG005,0.600696
07013000,0.664278
02PB006,0.594749
09211200,0.511425
05131500,0.613753
04276500,0.630978
05584500,0.644505
11276900,0.443161
10251250,0.447567
08041700,0.658074
05412500,0.625078
13022500,0.476724
05242300,0.611421
11527000,0.498315
12465000,0.578622
05446500,0.646014
07382500,0.669623
01608500,0.680690
07096500,0.596643
10239000,0.554598
13309220,0.476226
05320500,0.616434
07034000,0.665311
07GD001,0.600769
05MF008,0.559603
02488000,0.690057
14020850,0.577138
06620000,0.535879
01540500,0.664709
05TF002,0.547601
10311700,0.487960
13339500,0.540459
12200500,0.527631
08CE001,0.548238
10BE007,0.566768
09172500,0.518950
11530000,0.505354
03320500,0.672642
04260500,0.629583
11176900,0.471316
02312600,0.681758
07190500,0.669230
01536000,0.648572
02361500,0.672571
07299670,0.568515
02319800,0.695329
01027200,0.598870
01118500,0.649863
09033300,0.501775
14231900,0.519870
06711565,0.589197
07260673,0.656772
13266000,0.523645
06701900,0.561095
08193000,0.594332
06469400,0.579152
01472000,0.654973
10321940,0.522182
02146000,0.696185
02370000,0.675197
11389500,0.538293
13340000,0.536470
03348000,0.660957
03295890,0.677723
04151500,0.657035
06808500,0.634994
02369600,0.685875
08313000,0.579988
08MB006,0.525258
02ZH001,0.607979
12144500,0.579360
13057940,0.544496
07018100,0.677444
01614500,0.652418
02089000,0.687965
05127500,0.608190
03106000,0.667817
03283500,0.682520
06357800,0.612001
02447025,0.691325
02109500,0.678937
07061000,0.678824
12113000,0.630079
02032515,0.647956
01518700,0.637361
06659500,0.530593
03083500,0.679745
11377100,0.533390
04183000,0.666259
06710247,0.587271
05518000,0.668613
08041000,0.674620
08067650,0.641690
07077380,0.672157
07175500,0.627264
01616500,0.651631
01099500,0.640102
06351200,0.596067
14197900,0.614208
03094000,0.675688
12302055,0.536845
05LE008,0.562024
05JM010,0.573672
08041749,0.662991
02052000,0.679047
08044000,0.590790
05501000,0.642650
04125550,0.637654
07166500,0.625150
04164500,0.656364
07288500,0.671664
12359800,0.500013
07FA006,0.585516
02436500,0.665045
11128500,0.407589
07362000,0.675016
07184000,0.636315
07338750,0.652577
10351650,0.485621
02316000,0.670881
12044900,0.522848
11295300,0.441083
01100000,0.633829
06347000,0.576917
14187200,0.573894
07311000,0.589896
09060770,0.521167
06853800,0.594111
05CC008,0.600326
06123030,0.607863
08249000,0.518612
03540500,0.690600
01064500,0.610360
06653300,0.587163
03015500,0.653173
11123000,0.408002
02298830,0.659089
11446500,0.504266
03351000,0.670283
03346000,0.665116
05382000,0.630522
11156500,0.446171
08401900,0.537844
14319500,0.563710
03197000,0.691307
02353000,0.698464
10141000,0.543861
09177000,0.574715
06602400,0.619552
04180000,0.652423
05587900,0.660575
07EA004,0.564184
06863500,0.591576
12213100,0.579650
09497800,0.563915
02372250,0.667869
14163900,0.543630
12035002,0.654648
07364100,0.684506
13105000,0.545502
06911400,0.623490
05DE007,0.604783
05369000,0.617825
01575500,0.660401
09271550,0.532331
01555000,0.643054
10251258,0.450468
02479160,0.674339
06306300,0.595641
09304200,0.494340
07290650,0.675319
10347460,0.453089
01170000,0.611131
06463500,0.609906
06481500,0.591487
08073600,0.635088
10CB001,0.572617
05294000,0.600725
02420000,0.709414
08176500,0.638514
06814500,0.621486
03589500,0.723077
06714215,0.601786
14357500,0.565647
04029990,0.596968
04065722,0.622448
03271601,0.674398
02233484,0.681423
14330000,0.517530
04DC001,0.576591
13314300,0.484563
06815000,0.626997
06918740,0.650624
05316580,0.613575
08FB007,0.543593
05082500,0.608222
01350180,0.622591
14337500,0.550602
06921760,0.649918
03421000,0.693186
13082500,0.562925
03237255,0.683261
03229610,0.685690
09418500,0.528961
13285500,0.548111
09444200,0.584341
02175000,0.695326
02358789,0.674464
03274000,0.676701
03238500,0.674228
05ME003,0.556852
04106000,0.658983
05270500,0.607393
08109800,0.612344
03276500,0.671555
11261500,0.509905
03383000,0.665511
02315500,0.676181
02347500,0.689306
07FA005,0.581348
04103010,0.650771
08330000,0.597803
08104100,0.605592
03011020,0.649987
07182250,0.616516
13075000,0.566373
01367500,0.636824
06205000,0.598678
02341500,0.706378
09489000,0.550619
07336200,0.654902
01606000,0.664758
05TG002,0.555213
08323000,0.518387
09041400,0.531092
02359170,0.716700
05552500,0.649271
03380500,0.665752
07CD004,0.585720
12303500,0.512386
13296500,0.434976
02GC010,0.648096
02397000,0.695409
07AF015,0.599866
02071000,0.676373
14242580,0.597082
07363000,0.667191
01417500,0.632362
04282000,0.614896
06869500,0.616298
02482550,0.676395
12389000,0.555537
03081000,0.666622
07290000,0.684427
04101500,0.663255
01634000,0.665678
02384500,0.687785
01554000,0.664136
06605000,0.603717
07180400,0.608592
05515500,0.658583
12392000,0.555562
07FD001,0.607647
05369500,0.629180
02136000,0.680004
03353800,0.667456
09466500,0.597654
04246500,0.650235
10038000,0.529733
02478500,0.684938
06897500,0.646244
03352500,0.663572
06066500,0.589039
13341050,0.533238
05UH002,0.526405
05060000,0.580906
02LB008,0.628878
06447000,0.628717
09512500,0.535702
08073700,0.635088
02102000,0.679883
07MB001,0.554694
06191000,0.514734
07165750,0.614345
05087500,0.588455
11042000,0.448463
01646500,0.684516
05332500,0.618796
08144600,0.597218
06024450,0.508921
10016900,0.505205
01208500,0.634261
08065800,0.629733
01BH005,0.572600
01BE001,0.596983
02QA017,0.595283
05344500,0.632571
01526500,0.652465
10217000,0.567654
12409000,0.557510
07FD007,0.598794
02317620,0.686522
05419000,0.623985
05227500,0.611050
06884000,0.616402
04267500,0.626419
02084000,0.685809
12041200,0.585178
05NE003,0.570744
08057000,0.628946
05330920,0.626576
01059000,0.616082
06803500,0.617044
07056000,0.652971
05576500,0.665849
11507500,0.535664
12354500,0.555374
06281000,0.538184
07216500,0.576173
06470500,0.594304
08068500,0.644186
06809210,0.620305
13290190,0.486593
02375500,0.690083
06433000,0.622666
08188500,0.621603
05580000,0.650134
07372200,0.679727
13112000,0.543909
10338000,0.447755
05MF001,0.559314
06CD002,0.597779
06BB003,0.595153
12101500,0.604669
02110500,0.677366
06906800,0.648125
08MB005,0.559409
07148400,0.591138
06803513,0.616832
06898000,0.634955
02467500,0.677986
02474600,0.675527
07258500,0.645220
05051300,0.598389
02218300,0.680156
11179000,0.471127
08062500,0.637458
09474000,0.600919
10337500,0.448666
03331500,0.661718
07026040,0.666159
13273000,0.541974
01427510,0.638412
03377500,0.694523
07191500,0.670314
05TG003,0.544325
01BU002,0.620413
11070150,0.450335
05471200,0.619043
05EE009,0.569627
02492000,0.676455
05054000,0.604521
01335754,0.632618
05360500,0.619940
09497500,0.583778
14097100,0.570910
12350250,0.536634
12031000,0.646171
02VC001,0.561046
03379500,0.670152
05551540,0.643311
02049500,0.681769
10CD001,0.565157
02191300,0.676689
12040500,0.644004
02018000,0.674116
07363200,0.671616
04137005,0.634777
06721000,0.612872
03189600,0.674717
04176000,0.657156
08NN022,0.553364
07153000,0.609434
02167000,0.686191
08FC003,0.552921
07JF002,0.560196
07143300,0.585386
02ED101,0.626344
05522500,0.651025
10351600,0.485616
08NK002,0.550713
04073365,0.633649
09409880,0.530068
02312700,0.664420
08111700,0.631791
05340500,0.623653
07188838,0.653995
06FC001,0.530315
02312000,0.684815
05455700,0.645000
05489500,0.644550
06876700,0.595196
01188090,0.630338
05UA003,0.560861
05GG010,0.568467
04113000,0.660684
02162500,0.681368
07052250,0.651826
06470000,0.590094
06885500,0.613091
07LB002,0.533284
03334000,0.659852
07099400,0.598082
09489500,0.564839
02357000,0.665908
07196500,0.653969
08069000,0.637138
07GG003,0.604430
12452990,0.469173
03584600,0.698214
06436000,0.626139
11302000,0.474638
07050500,0.656290
06012500,0.518901
01613000,0.675478
02103000,0.663344
05AB005,0.590536
06040800,0.525403
01453000,0.648776
09414900,0.520281
03189100,0.669155
11266500,0.430100
08NA006,0.513139
06610000,0.669991
08FB006,0.547931
06759500,0.644219
07124000,0.652523
01AM001,0.616148
07264000,0.653728
04235500,0.663243
11270900,0.491137
02483000,0.669509
05QE008,0.601070
02455500,0.678868
03069500,0.660760
09288180,0.532107
11316670,0.447954
03261500,0.667899
07074500,0.688695
06308400,0.583731
03184000,0.666839
06DC001,0.558582
01532000,0.635767
06919500,0.646893
06073500,0.581805
09306500,0.577264
14046000,0.559162
03329700,0.662049
11292700,0.432015
07198000,0.656537
06918440,0.641596
05590950,0.658762
04196800,0.662212
14366000,0.525667
14144800,0.528755
03498850,0.695295
13127000,0.478174
06353000,0.595382
05517500,0.668262
09424447,0.499336
02091814,0.694623
06900050,0.646345
12134500,0.549460
05200510,0.596188
02425000,0.687081
14157500,0.606012
02448000,0.673985
11452500,0.473955
14194150,0.615846
02294655,0.663502
10321590,0.518136
06130500,0.633586
04180500,0.651627
02228000,0.680967
11251000,0.479447
04232000,0.663700
08033500,0.668374
04101800,0.646194
13046000,0.507533
06926500,0.674534
02270500,0.664490
05AH050,0.585241
09431500,0.578939
13265500,0.527435
03414500,0.684273
07DA001,0.609780
08019500,0.627077
01381900,0.647739
12106700,0.582237
01571500,0.651106
09519800,0.606805
13186000,0.444446
07031650,0.673952
01047000,0.597141
03328500,0.665921
02GA038,0.630396
07018500,0.678602
01646502,0.684516
14220500,0.549817
12388700,0.547937
03284000,0.700959
02161000,0.690283
06884025,0.619193
05593000,0.679148
08189500,0.609435
06478690,0.597104
07326500,0.606283
02398300,0.671074
06809500,0.627897
03072655,0.686354
06464100,0.594656
05292000,0.596071
06888500,0.614993
03102850,0.657481
11276500,0.435581
05064000,0.587006
11482500,0.552287
02256500,0.657544
14169000,0.599537
08013500,0.678731
06212500,0.608966
05092000,0.607956
14154500,0.581146
02236000,0.707741
06915800,0.634387
07283000,0.661216
07145500,0.609650
02RD003,0.595158
03164000,0.668352
03270000,0.669243
06043500,0.516540
02173000,0.678740
07083710,0.492621
06408500,0.597881
08NE001,0.510880
07048600,0.647475
01611500,0.656985
04074950,0.615586
05524500,0.650499
02298202,0.667889
06348300,0.593600
13078000,0.547757
09402000,0.612236
02042500,0.666356
08NA045,0.541108
05078000,0.594350
12358500,0.518045
05261000,0.612428
07178200,0.630533
05470000,0.616793
05567500,0.657545
10297500,0.463458
04MF001,0.607300
03PB002,0.557977
13037500,0.493902
09406000,0.568116
07FC001,0.575673
03202400,0.683418
03237500,0.676111
06730500,0.618193
05526000,0.659525
05490500,0.647789
06294000,0.615174
06884400,0.622118
08KA008,0.542089
08185500,0.602359
02133624,0.675767
02315550,0.677083
04125460,0.629504
11463980,0.484023
02354800,0.676099
03079000,0.652855
01423000,0.643736
02163500,0.685600
06016000,0.558499
01434000,0.641816
05327000,0.605251
05498150,0.643699
08EB004,0.579405
05525000,0.652587
08DB001,0.535874
05470500,0.625579
01465500,0.657610
08050100,0.601109
02QA002,0.597845
01177000,0.632235
05397500,0.617500
08MG001,0.584541
07091200,0.515304
01558000,0.648438
11525655,0.489475
13351000,0.606985
02115360,0.683877
13049500,0.511509
04155500,0.628893
12352500,0.544252
07182510,0.623819
05454500,0.639722
08LD001,0.550261
04161820,0.642501
13313000,0.441653
11152300,0.445015
03BF001,0.596531
02366000,0.662542
06725450,0.595469
08143600,0.590260
01567000,0.659302
03112000,0.667834
09168730,0.557145
01327750,0.619532
11022480,0.444966
06355500,0.594659
02387000,0.686294
05MH006,0.565114
01672500,0.670006
11085000,0.431156
02PK005,0.620944
01127000,0.644515
14226500,0.521862
14189000,0.581791
11109000,0.423109
08012150,0.676921
03339500,0.669610
02467000,0.704075
02YK002,0.588706
01529500,0.651007
04193500,0.668402
01576000,0.670571
09112500,0.485837
02350900,0.666481
01520000,0.644775
02294650,0.663502
01BL003,0.603035
03524000,0.689505
05066500,0.578302
05593945,0.653385
06873000,0.593698
01471510,0.652121
09251000,0.545697
12449500,0.459949
12340500,0.563406
06799000,0.619111
05408000,0.627562
01022500,0.607925
08180640,0.596971
02106500,0.676466
13185000,0.448758
08KF001,0.585502
12324590,0.568933
07176500,0.622637
06090800,0.611902
09315000,0.575572
01197500,0.634453
12422500,0.567024
05CK007,0.564422
09163500,0.565272
12324680,0.585593
03528000,0.706452
03354000,0.676436
12459000,0.464924
07069000,0.680686
12462500,0.474798
09144250,0.535523
06036905,0.482516
023177483,0.666302
02418500,0.697075
02160390,0.661050
13337500,0.513679
08OA002,0.714386
09050700,0.484545
02061500,0.665347
03488000,0.675942
12413860,0.560169
07069305,0.656023
01542500,0.654144
04085427,0.627847
03443000,0.676587
05RE001,0.574625
01318500,0.618768
01144500,0.622675
02053200,0.663573
13277000,0.533616
08164300,0.612002
09171100,0.575123
11421000,0.495597
05483450,0.615523
13041010,0.480141
13337000,0.503452
02419890,0.698389
12396500,0.558331
07188885,0.641796
03070500,0.682657
07338500,0.657865
01622000,0.662481
04174500,0.661264
03301500,0.682949
07221500,0.643746
14137002,0.562024
11427000,0.505876
02223056,0.688778
03139000,0.665976
13305000,0.528138
12089500,0.610409
02082585,0.680590
08173000,0.613814
03265000,0.659756
08062000,0.634173
02450000,0.676123
08246500,0.490319
07072500,0.681252
05GF002,0.574902
05BG006,0.593328
03150300,0.685664
02087500,0.679269
05412400,0.616046
07057370,0.674270
07155590,0.608192
04064500,0.618240
08028500,0.692197
04262000,0.626830
03275000,0.668744
06821190,0.647626
09408150,0.569556
08093500,0.591191
12045500,0.522004
12395000,0.530515
02353265,0.673068
10174500,0.526343
11180700,0.471122
13258500,0.510269
04KA001,0.599202
04087170,0.636637
06919900,0.653320
02330150,0.683124
06449100,0.609480
07159750,0.604213
07JA003,0.573139
02OD003,0.628130
05090000,0.575164
11475800,0.510863
14111400,0.496745
06127500,0.626511
08091500,0.589060
01AN002,0.617115
06887000,0.636289
02PE009,0.591648
13047500,0.503163
11140000,0.423096
04137500,0.636135
03300400,0.681683
01054000,0.607214
10315500,0.485305
03226800,0.675419
01578310,0.673219
06652000,0.601665
11519500,0.499534
06119600,0.596980
07285400,0.655468
02388500,0.692164
04275500,0.634728
09405500,0.557024
12353000,0.557325
02LD005,0.622497
13148500,0.488390
01643000,0.666233
02131000,0.702247
08183500,0.608352
06207500,0.558993
06917060,0.632806
13333000,0.562189
03422500,0.699900
07109500,0.618480
06482610,0.586621
03335500,0.676520
03200500,0.685039
01552000,0.643010
04111000,0.662298
05398000,0.620019
14183000,0.547332
02474500,0.673815
05449500,0.612874
03192000,0.677457
12398600,0.557826
07335300,0.641747
05123400,0.567270
10AC004,0.549832
06350000,0.581683
02484000,0.670328
01601500,0.648697
03031500,0.659129
06799500,0.612463
08227000,0.523061
01350355,0.624446
05074500,0.596988
02YR003,0.607667
05569500,0.654693
02197830,0.675124
07053500,0.668682
05383075,0.630211
01199000,0.634065
08207500,0.568886
02411000,0.707711
01160350,0.616440
01172003,0.628780
02FC016,0.615546
03353611,0.674032
04266500,0.622701
02376033,0.691911
02435020,0.661140
04116000,0.663443
06476000,0.609669
02044500,0.656299
06709000,0.603285
02359000,0.678111
08034500,0.639597
02151000,0.676301
10350340,0.479261
05PB018,0.600696
01076500,0.610393
07185765,0.646845
05076000,0.595471
06052500,0.574544
02329600,0.660242
04184500,0.635347
02160700,0.666360
11051500,0.431084
06054500,0.578592
08040600,0.673518
08NG053,0.545769
03020500,0.649511
02396000,0.688913
02361000,0.664469
01168500,0.605099
03267900,0.665387
04147500,0.646205
01364500,0.633590
07289730,0.681335
08211500,0.622162
02RH035,0.590476
05387440,0.612710
06625000,0.502762
02YG001,0.579255
14170000,0.600255
03054500,0.679159
06298000,0.512336
02134170,0.680833
01543500,0.639252
12414900,0.545231
13305310,0.529606
06259000,0.574398
03431500,0.711085
06741510,0.578937
02350512,0.695841
01426500,0.645440
08CG003,0.530531
06428200,0.614673
07247015,0.650303
01428500,0.639302
06804700,0.607580
09481740,0.532688
01054500,0.610834
09112200,0.486621
06817700,0.633308
06280300,0.500952
05NF010,0.564838
03041500,0.665572
10350000,0.467932
06724000,0.588110
01EG002,0.620241
09304115,0.485013
01595500,0.659558
03358000,0.661144
01505000,0.648555
03014500,0.653036
01625000,0.653064
03040000,0.662077
07AA004,0.544810
09067005,0.496872
02056000,0.662380
06438000,0.632232
01017000,0.612920
11335000,0.487034
02025500,0.678693
02428400,0.711204
05383950,0.613856
05476000,0.606220
01632000,0.664434
03202000,0.676480
04024000,0.607204
09486500,0.550255
06930000,0.655656
06751490,0.613632
07EC004,0.555270
01168151,0.595937
04221000,0.649072
07327550,0.591782
11478500,0.515765
02231000,0.663190
06453255,0.599480
05EF004,0.569438
01534000,0.644877
01EO001,0.626017
03OC003,0.565391
03286500,0.704323
13307000,0.518661
13329770,0.483945
06076690,0.597347
08LB047,0.540320
03053500,0.678884
12391950,0.555563
01594440,0.669447
01049265,0.612594
05599490,0.668410
11413520,0.479538
01BG005,0.580540
07EA007,0.567914
06326500,0.638806
02167450,0.661088
04121500,0.631651
02479130,0.664095
05ED002,0.578125
14372300,0.576754
03328000,0.661265
08KD007,0.594002
09363500,0.517947
07144780,0.597312
02455000,0.674561
02YO008,0.601978
02479560,0.681518
02318000,0.671471
05532500,0.647642
14163150,0.539784
14320700,0.597793
05381000,0.615434
02145000,0.680202
03403910,0.675081
05RA001,0.596775
05437500,0.637821
01066000,0.612160
03097550,0.677344
03272100,0.675370
02051500,0.676291
03030500,0.643171
13161500,0.513729
14018500,0.582145
05094000,0.586547
04059500,0.622015
07342500,0.629514
11186001,0.390012
12097850,0.553765
05316500,0.601499
07074420,0.682284
02476600,0.668109
03229500,0.686834
03473000,0.673681
03563000,0.685936
08171000,0.593858
09498400,0.499865
10020300,0.517397
06764880,0.658443
06340500,0.595241
01BH007,0.572167
10251255,0.447586
05471000,0.622539
07FB001,0.602134
05292704,0.591139
13286700,0.553197
06024540,0.519171
10318500,0.520748
02438000,0.672440
02358700,0.714912
06472000,0.601877
06820500,0.640531
03262700,0.668245
04087000,0.634345
10CD004,0.564869
06324500,0.623725
06932000,0.654638
07035800,0.663833
08KA005,0.551417
04195820,0.657444
09419700,0.461171
04199500,0.670247
07DA008,0.585346
14092500,0.567685
06752280,0.606762
01135500,0.620934
07288280,0.667591
07378500,0.678525
13251000,0.503827
05484000,0.620906
07170500,0.629942
08324000,0.539785
06881000,0.621942
14113000,0.514060
09468500,0.555225
08104700,0.600993
11151700,0.439506
06299980,0.569081
09134100,0.549662
04208000,0.673138
06738000,0.544684
13250000,0.491093
02371500,0.669863
01108000,0.650057
11532500,0.562815
06337000,0.630345
01166500,0.617213
02486000,0.684824
08NB012,0.505752
09413700,0.566489
05389000,0.615078
02021500,0.657692
12372000,0.529028
13335690,0.522679
09424900,0.513029
07087050,0.482658
07177500,0.626583
05129115,0.608438
04223000,0.652945
04058100,0.602142
02355350,0.677611
02472850,0.659959
01329500,0.622959
05132000,0.603738
02349605,0.691996
08NK016,0.544347
03404000,0.687870
06919020,0.650819
02RH045,0.601983
01138500,0.621406
08099300,0.580619
07062500,0.665496
06878000,0.612209
03291500,0.687649
05054500,0.579066
01161000,0.615637
06918060,0.641827
08FE003,0.558178
07171600,0.608630
03302800,0.674637
06865500,0.629712
02096960,0.676308
04086000,0.630270
03217000,0.681384
07178000,0.628207
08GD004,0.527819
05411850,0.617242
06085800,0.567086
05458300,0.620644
03085000,0.690191
05573540,0.659326
06471000,0.595580
10155000,0.508193
02040000,0.668044
06713300,0.607662
07FB006,0.596088
07311700,0.563258
05KB003,0.564810
02439400,0.672181
07261500,0.656085
02323500,0.703440
02352500,0.697040
03327500,0.672611
05KC001,0.565736
06331000,0.582127
03173000,0.668089
05304500,0.601417
14142500,0.591665
02013100,0.669565
02321975,0.674526
07346000,0.636947
01031500,0.596214
07086000,0.487011
07348700,0.650236
07036100,0.663833
07076620,0.664321
13032500,0.489442
08130700,0.571948
02367900,0.672370
02131500,0.674393
03381500,0.677731
05506500,0.651814
03183500,0.665180
06916600,0.637627
11367800,0.476285
06071300,0.604899
01329490,0.622959
11147500,0.421747
07096000,0.564021
01EC001,0.626530
07274000,0.664850
07325000,0.590903
09486055,0.545734
09147025,0.534911
02112000,0.678338
11106550,0.403988
02364500,0.673974
01633000,0.669181
09093700,0.535674
06906300,0.645516
10346000,0.451224
07EA002,0.572510
05OE004,0.584833
05500000,0.641863
02YM001,0.597170
05078500,0.591413
08NA002,0.533653
07054080,0.650574
06806500,0.614447
04263000,0.649082
05EF005,0.564512
08EE013,0.572250
07031740,0.674532
06309000,0.638314
08KD001,0.573477
07030050,0.686335
02198000,0.674599
02223500,0.693913
07066000,0.654399
05484500,0.624214
13335700,0.502932
04071000,0.621540
06634620,0.563664
14400000,0.587933
06730200,0.604298
02464000,0.678802
05597000,0.660960
02PJ030,0.616745
11238600,0.458823
11526250,0.493278
03MD001,0.525063
08012000,0.672078
06306250,0.597998
02382500,0.680039
04142000,0.626617
02024000,0.665827
02320500,0.697392
06904050,0.638503
01358000,0.640777
04198000,0.668857
10183500,0.542931
13073000,0.559016
03353000,0.671978
