basin_id,sum(msi_paras)
05UG001,0.528103
04269000,0.638551
06313590,0.603941
03167000,0.665748
08EE020,0.550713
03032500,0.650632
07260500,0.654540
06432020,0.612118
06036650,0.574703
10312000,0.501435
13175100,0.493894
09313000,0.514847
03341500,0.682451
08NH130,0.509933
02312762,0.682745
03574500,0.682102
02472500,0.666958
06425500,0.621860
04252500,0.623817
06799100,0.607543
07063000,0.670184
02JB013,0.607991
07247000,0.650321
08MG005,0.523026
08086050,0.574386
06395000,0.625940
13046995,0.496340
03085500,0.675904
11138500,0.419289
03262000,0.664919
05568500,0.675747
07230500,0.614245
01548500,0.640110
05372995,0.611824
02440500,0.669222
02341800,0.676137
06786000,0.622247
07324200,0.582966
02423425,0.672636
02060500,0.673535
07343500,0.633457
07340000,0.665526
04AD002,0.566698
13213100,0.585621
03086000,0.687964
09124500,0.497033
06609500,0.622806
01151500,0.611444
01BD008,0.593356
11159000,0.452946
04209000,0.663527
14238000,0.557695
08167500,0.602412
05427570,0.631984
05435500,0.631328
01053500,0.604299
13336500,0.515970
11477000,0.514386
02113850,0.669053
03098600,0.677991
06324000,0.595151
01034500,0.612143
03301000,0.680526
03007800,0.641967
02035000,0.683481
08EB005,0.552975
03347000,0.659852
06327500,0.646955
07EE007,0.602679
12419000,0.563272
03190400,0.670827
09149500,0.575139
04045500,0.619254
02OE032,0.621678
07096250,0.570606
07134100,0.608862
05517000,0.667655
07143665,0.603850
02240500,0.685279
13213000,0.511921
01442500,0.644956
06324970,0.607550
03433500,0.676321
01576500,0.665134
08279000,0.561265
02YK005,0.589554
08ND012,0.514272
05320000,0.616839
08NB019,0.501594
04103500,0.651021
01533400,0.661298
03436100,0.676764
07221000,0.611476
09469500,0.599738
01563200,0.651788
07074850,0.689329
02427250,0.662644
07311500,0.584506
12027500,0.647289
03271800,0.658424
05451500,0.622752
03115400,0.673423
01331095,0.626702
03061000,0.681110
02395000,0.687780
12391400,0.555969
13052200,0.516621
05051600,0.582626
07186000,0.652013
08084000,0.584364
08172000,0.611604
10309000,0.464433
04273500,0.642512
06906000,0.649587
05520500,0.670174
05267000,0.612921
05474000,0.651588
04041500,0.617274
07030240,0.670951
04176500,0.658913
05572000,0.653703
04250200,0.614136
10350400,0.483311
04071765,0.623335
02479310,0.695543
07039500,0.672120
05496000,0.644304
02FE013,0.629845
05288500,0.619942
06797500,0.614972
01021000,0.606403
11319500,0.474317
01644000,0.657648
03298500,0.687940
03159500,0.671640
03403500,0.686029
08211000,0.621490
09384000,0.570856
13062500,0.526843
09406100,0.568088
10311400,0.487979
02070500,0.662591
03575500,0.719872
02082506,0.677204
12344000,0.522748
08NL024,0.566577
11023000,0.444072
04229500,0.652387
08CD001,0.551453
07176000,0.643917
07383500,0.651867
06410500,0.607662
05431486,0.623318
05LL015,0.579654
02349500,0.691230
06441500,0.604663
04100500,0.661049
05485500,0.632397
08186000,0.605433
14211010,0.589595
08180500,0.596154
06876900,0.624044
05AA028,0.555452
05RB003,0.593801
10396000,0.504773
06813500,0.676821
05050000,0.599492
01544000,0.636797
03168000,0.675627
01568000,0.643700
07312700,0.588705
12448000,0.455148
03091500,0.675149
04115000,0.653375
13057000,0.515435
03598000,0.685429
13168500,0.549805
09251100,0.551430
08ED002,0.546163
08289000,0.561299
01663500,0.659655
03152000,0.681133
01334500,0.628715
08061750,0.631453
12394000,0.516873
05459500,0.613088
01447800,0.639112
02336490,0.688212
02442500,0.665707
03072000,0.681692
08DD001,0.512877
01619500,0.662159
12017000,0.656520
10352500,0.500045
04CA002,0.586874
06235500,0.539510
02465000,0.699034
01122500,0.638290
06888350,0.657437
11151300,0.434430
02337000,0.681020
07249413,0.655729
06918460,0.643426
02370500,0.672301
09482500,0.541684
06GA001,0.519664
06290500,0.563314
06335500,0.619963
07315700,0.592560
09504420,0.530699
07AF013,0.582286
07257500,0.656435
05300000,0.604126
03015310,0.654633
14048000,0.596472
14087380,0.571693
03401000,0.684794
06195600,0.605727
05055300,0.580800
07362100,0.659970
05517530,0.668329
08NB014,0.493044
06910750,0.648097
12363000,0.513671
01606500,0.666391
04102500,0.652621
04124000,0.635104
02124742,0.668707
01574000,0.657936
08LE027,0.532554
02223248,0.691332
08028000,0.657285
02301719,0.667461
06719505,0.555094
01400500,0.648066
09470000,0.600004
02147500,0.658932
10321000,0.525053
07145200,0.595955
07072000,0.664583
10311000,0.483320
08KH006,0.587848
04212100,0.672257
02039500,0.667592
08181480,0.589620
06329500,0.649167
07335790,0.658724
07094500,0.552574
08NB005,0.529668
09114500,0.493340
09166500,0.511088
02102500,0.686410
034315005,0.711085
04122200,0.639867
08064100,0.610194
06295000,0.632234
04078500,0.614876
09494000,0.563841
