basin_id,sum(msi_paras),sum(msti_paras),sum(wsi_paras),sum(wsti_paras)
03269500,0.666739,1.617587,0.792090,1.468823
06756100,0.602553,1.706132,0.802610,1.459359
03366500,0.677057,1.595992,0.803933,1.429464
06445685,0.613716,1.681237,0.829636,1.418805
03ED001,0.552614,1.702945,0.536450,1.927380
03599500,0.692498,1.571208,0.804272,1.408637
03157500,0.671124,1.614579,0.787076,1.477220
13286700,0.553197,1.803694,0.523590,2.035419
11266500,0.430100,2.033143,0.535132,2.104977
06752500,0.625873,1.708045,0.712392,1.628911
06GA001,0.519664,1.773264,0.569928,1.861475
11478500,0.515765,1.738609,0.731839,1.540963
07036100,0.663833,1.601877,0.790334,1.433405
07197000,0.648529,1.602520,0.808744,1.400275
08NP001,0.551430,1.815586,0.524508,2.087804
09418500,0.528961,1.799697,0.662749,1.711592
03401000,0.684794,1.586706,0.782189,1.472045
05368000,0.613313,1.676646,0.728434,1.581248
02233484,0.681423,1.575710,0.831293,1.373699
13251000,0.503827,1.849052,0.516775,2.111115
02118000,0.678072,1.591668,0.810061,1.421455
07FD006,0.590615,1.746400,0.598651,1.851768
08180500,0.596154,1.672467,0.816178,1.375623
14033500,0.594143,1.681463,0.772721,1.488970
01611500,0.656985,1.627233,0.753443,1.537098
01631000,0.670061,1.609007,0.771134,1.483542
08NB014,0.493044,1.836134,0.552233,2.007191
02352500,0.697040,1.570891,0.815945,1.397056
06DC001,0.558582,1.755479,0.567934,1.869320
05550000,0.640339,1.663187,0.747557,1.560534
03589500,0.723077,1.545868,0.809312,1.426411
03016000,0.654836,1.663208,0.665704,1.734728
06809210,0.620305,1.662299,0.789917,1.451362
04294000,0.635323,1.693901,0.612632,1.851516
05397500,0.617500,1.679862,0.709429,1.612109
07363400,0.653763,1.604352,0.812708,1.399124
02474600,0.675527,1.583909,0.819540,1.397286
02361500,0.672571,1.585297,0.815251,1.387909
02077303,0.667924,1.601337,0.811199,1.410519
05536290,0.655158,1.631793,0.777443,1.484762
04114000,0.661072,1.634822,0.772717,1.511892
11383500,0.497206,1.793934,0.710538,1.609584
06077200,0.599177,1.748329,0.665506,1.713288
09361500,0.508541,1.803379,0.523307,2.044008
02QC009,0.572400,1.724527,0.552908,1.971648
07143300,0.585386,1.691695,0.825846,1.406294
06918740,0.650624,1.612309,0.806693,1.413009
08152000,0.580805,1.681602,0.814665,1.381924
05132000,0.603738,1.698620,0.728925,1.573705
03568000,0.718112,1.551939,0.804457,1.434331
05404000,0.637189,1.664999,0.706690,1.627113
13171620,0.579426,1.769967,0.505417,2.023608
01541303,0.657309,1.654331,0.704198,1.638257
09494000,0.563841,1.754062,0.761184,1.535656
07338750,0.652577,1.605427,0.804795,1.402459
09419700,0.461171,1.854337,0.821739,1.415710
02490500,0.665406,1.586457,0.814492,1.390835
05502300,0.641613,1.630138,0.809078,1.410933
04180000,0.652423,1.644423,0.772619,1.512476
02234500,0.705768,1.553954,0.831286,1.370480
09484500,0.511696,1.814144,0.856073,1.397163
09132500,0.539270,1.792038,0.512488,2.069776
10318500,0.520748,1.825935,0.490956,2.048867
11044300,0.447109,1.807688,0.786726,1.394042
01442500,0.644956,1.678217,0.699470,1.646575
10113500,0.515802,1.830664,0.543896,2.027037
06463500,0.609906,1.674750,0.823537,1.414539
12097850,0.553765,2.008311,0.609896,2.034856
06071300,0.604899,1.743275,0.637043,1.764995
08EC013,0.586512,1.786625,0.502625,2.108556
03532000,0.693372,1.577605,0.796503,1.449804
09110000,0.480764,1.816193,0.511871,2.029621
01533400,0.661298,1.662380,0.667680,1.723462
05BA001,0.501067,1.798052,0.514279,2.018059
08LE031,0.560209,1.773674,0.502970,2.119736
02146000,0.696185,1.573779,0.813433,1.412203
09404900,0.547516,1.777641,0.708800,1.642276
08LG048,0.555820,1.820908,0.485386,2.161072
02223000,0.688154,1.578897,0.817593,1.409850
06876700,0.595196,1.683158,0.824869,1.416399
06882000,0.630062,1.649230,0.822028,1.426520
08164000,0.627350,1.634231,0.809169,1.374534
05319500,0.611129,1.688165,0.766459,1.487682
04086000,0.630270,1.681916,0.730773,1.604980
02131000,0.702247,1.566846,0.822245,1.412913
09304500,0.504897,1.831661,0.515970,2.071645
04082400,0.635913,1.665823,0.707600,1.621722
03NF001,0.525957,1.753340,0.524944,2.009258
03369500,0.670780,1.598608,0.807486,1.427918
01536000,0.648572,1.676284,0.683925,1.673234
07186000,0.652013,1.610867,0.811615,1.401263
09496500,0.571653,1.713730,0.783164,1.465202
05DF004,0.601630,1.744042,0.711182,1.630430
03117500,0.670811,1.621038,0.781803,1.488158
12465000,0.578622,1.738210,0.633849,1.772555
04147500,0.646205,1.668078,0.735235,1.589980
01BH010,0.572048,1.738503,0.546170,1.979391
11172175,0.463946,1.748228,0.792369,1.408989
03237500,0.676111,1.602820,0.783777,1.478448
09382000,0.562709,1.779787,0.667054,1.738077
11462500,0.488312,1.711581,0.770087,1.410594
08227000,0.523061,1.815022,0.504969,2.052907
07025400,0.669126,1.591826,0.807806,1.415813
07037500,0.667686,1.597465,0.791839,1.431972
01315500,0.610190,1.706180,0.587870,1.887856
11123500,0.406297,1.798600,0.781678,1.371743
05078500,0.591413,1.707487,0.774032,1.487331
06298000,0.512336,1.837551,0.517961,2.087044
06033000,0.558342,1.798551,0.544917,2.000596
06707500,0.564372,1.786363,0.583258,1.924017
07344493,0.632878,1.623310,0.815493,1.394238
01567000,0.659302,1.642940,0.720968,1.612602
06091700,0.545991,1.834737,0.537296,2.076349
02336490,0.688212,1.575143,0.810446,1.412735
01036390,0.613964,1.693725,0.578944,1.906624
04206000,0.668555,1.631385,0.755395,1.552140
10329000,0.525365,1.819417,0.572821,1.895336
02073000,0.664506,1.605947,0.793540,1.432366
01674000,0.661063,1.610836,0.802313,1.433018
07BC006,0.582072,1.755358,0.663738,1.716184
07363500,0.674403,1.584893,0.804950,1.402638
05479000,0.614189,1.673389,0.769165,1.501323
05300000,0.604126,1.699741,0.757902,1.518977
10CB001,0.572617,1.765447,0.546222,1.952786
01547500,0.651118,1.660010,0.720424,1.609692
04198000,0.668857,1.620513,0.792579,1.469793
07188000,0.656667,1.606742,0.811373,1.402027
01021500,0.602561,1.734450,0.605284,1.886418
04262000,0.626830,1.696838,0.616035,1.841649
01667500,0.658591,1.612722,0.797534,1.428481
12213100,0.579650,1.869500,0.643361,1.894781
09489500,0.564839,1.796768,0.659037,1.777210
09144250,0.535523,1.790098,0.515330,2.066139
02474560,0.682582,1.578772,0.818138,1.396271
11022480,0.444966,1.797736,0.796597,1.400479
06276500,0.526148,1.835949,0.542213,2.037595
06101500,0.617755,1.696996,0.751695,1.539496
02054500,0.660493,1.620397,0.779274,1.470712
09306500,0.577264,1.756787,0.547231,1.939275
04174500,0.661264,1.636527,0.754789,1.553106
01437500,0.625936,1.706109,0.664493,1.755490
05LJ005,0.574909,1.745859,0.642867,1.723422
03203600,0.681055,1.588404,0.783385,1.480650
01BP001,0.602569,1.707702,0.555665,1.936764
02134500,0.685142,1.579121,0.822398,1.398127
07184000,0.636315,1.620344,0.811206,1.397661
02130980,0.682099,1.583101,0.819580,1.404739
03593500,0.724885,1.544343,0.810234,1.425072
06914100,0.625231,1.635382,0.813519,1.395017
08OA002,0.714386,1.512935,0.783083,1.437620
01054500,0.610834,1.693308,0.580703,1.874956
05051600,0.582626,1.722852,0.772134,1.488465
08LG008,0.567617,1.812031,0.476673,2.176852
07261500,0.656085,1.599248,0.802970,1.404324
06BD001,0.565488,1.763138,0.598560,1.850049
05405000,0.626563,1.677057,0.740282,1.554932
05552500,0.649271,1.646319,0.760811,1.543076
03290500,0.707197,1.565709,0.806490,1.437646
03266000,0.663468,1.619088,0.795294,1.461083
02462951,0.697983,1.568530,0.813915,1.408064
07362100,0.659970,1.601080,0.807398,1.399084
13302500,0.501391,1.828399,0.521310,2.060843
03229610,0.685690,1.594064,0.795163,1.459384
06906800,0.648125,1.616044,0.803353,1.408663
11246700,0.468097,2.049561,0.569113,2.068171
03527000,0.702153,1.567396,0.804149,1.444405
01427510,0.638412,1.698243,0.650117,1.774219
02489000,0.693571,1.570355,0.817398,1.400927
08NB019,0.501594,1.831956,0.541609,2.025879
02226100,0.652727,1.600698,0.813756,1.377340
06901500,0.641490,1.633961,0.801980,1.423038
06884400,0.622118,1.659694,0.822634,1.427968
02419890,0.698389,1.568385,0.817596,1.406079
07211000,0.608498,1.731443,0.636267,1.770666
04106000,0.658983,1.638521,0.759555,1.524655
11276900,0.443161,2.010330,0.543030,2.109439
08NK016,0.544347,1.776691,0.515840,2.060773
08DB001,0.535874,1.788994,0.520121,2.097708
03320000,0.700842,1.570593,0.805785,1.419601
04125460,0.629504,1.689843,0.660928,1.748206
06709000,0.603285,1.708479,0.793413,1.479940
13247500,0.474964,1.880028,0.530438,2.102803
06799000,0.619111,1.669669,0.808451,1.446032
06280300,0.500952,1.832614,0.510891,2.059794
03604000,0.686749,1.576344,0.796950,1.411292
01183500,0.627077,1.704278,0.656524,1.772520
07221000,0.611476,1.710081,0.751045,1.549428
07JD002,0.580678,1.744389,0.647172,1.721261
02427250,0.662644,1.589654,0.811275,1.381447
04246500,0.650235,1.677137,0.643705,1.795249
04062011,0.616441,1.687867,0.662074,1.703064
03433500,0.676321,1.590120,0.809282,1.403736
09304200,0.494340,1.838378,0.519410,2.053875
13277000,0.533616,1.826992,0.502942,2.078910
05200510,0.596188,1.711769,0.744264,1.539325
06905500,0.653046,1.623719,0.802928,1.442583
13078000,0.547757,1.790854,0.621608,1.791304
09213500,0.515204,1.844211,0.531188,1.993985
02477000,0.670559,1.589697,0.817608,1.394927
06923250,0.650012,1.613095,0.810764,1.410220
06890100,0.619375,1.649727,0.817122,1.417347
07221500,0.643746,1.669945,0.797111,1.470820
09513910,0.484948,1.815978,0.827955,1.402656
03245500,0.679012,1.595131,0.795558,1.457358
06FD002,0.520935,1.786407,0.588569,1.797750
07087050,0.482658,1.820745,0.509861,2.033415
14191000,0.608449,1.666210,0.728501,1.559409
04102500,0.652621,1.644579,0.728192,1.582731
01625000,0.653064,1.625024,0.780985,1.469911
03606500,0.663665,1.596909,0.811671,1.401511
05542000,0.653520,1.633443,0.781248,1.492057
05462000,0.620313,1.662817,0.771130,1.501495
13132500,0.497083,1.835212,0.524657,2.013625
14366000,0.525667,1.818322,0.679962,1.692598
05316500,0.601499,1.699919,0.767559,1.498859
06AC001,0.583776,1.751469,0.692776,1.654303
13148500,0.488390,1.854359,0.507073,2.027475
12189500,0.516370,2.015243,0.593903,2.069386
03FA003,0.540177,1.713323,0.540268,1.913984
03378000,0.666724,1.598840,0.800305,1.422078
09507980,0.537218,1.739807,0.790509,1.434698
03085500,0.675904,1.606889,0.782646,1.481791
06436760,0.596280,1.705541,0.823313,1.427337
06863500,0.591576,1.703961,0.819609,1.439814
01428500,0.639302,1.696478,0.649186,1.772712
13140800,0.448711,1.901456,0.529243,2.035491
01197500,0.634453,1.701570,0.654100,1.780362
07096000,0.564021,1.791424,0.530074,2.016850
03190400,0.670827,1.613569,0.745569,1.570618
03373500,0.684317,1.589963,0.801549,1.444712
01208500,0.634261,1.683060,0.686227,1.685781
05KB003,0.564810,1.764129,0.697212,1.623789
14020850,0.577138,1.720876,0.690228,1.669017
08041000,0.674620,1.589126,0.813867,1.397380
06916600,0.637627,1.625169,0.817702,1.402429
12027500,0.647289,1.594866,0.770245,1.432641
10AC004,0.549832,1.726645,0.508841,1.998215
06711565,0.589197,1.760862,0.616673,1.830853
04230500,0.657420,1.661178,0.701969,1.662985
03383000,0.665511,1.597461,0.807949,1.416856
03280000,0.690191,1.573995,0.811438,1.431963
06877600,0.636894,1.652767,0.827721,1.437092
08068500,0.644186,1.611661,0.812497,1.372327
01059000,0.616082,1.689158,0.583272,1.872313
04MD004,0.607967,1.706313,0.568850,1.884590
01030500,0.612678,1.697818,0.587782,1.910830
02LH004,0.627887,1.680709,0.570084,1.864978
06468250,0.585587,1.747911,0.760883,1.512666
05270500,0.607393,1.693279,0.758028,1.527231
05059700,0.581251,1.720627,0.758108,1.518008
02026000,0.680144,1.600198,0.770234,1.494375
06357800,0.612001,1.702086,0.808400,1.460843
06235500,0.539510,1.814320,0.605613,1.812775
02355350,0.677611,1.581060,0.812456,1.391559
05489000,0.637367,1.638890,0.799208,1.451656
04266500,0.622701,1.691281,0.581124,1.898950
06917680,0.644226,1.614339,0.811579,1.398757
11242000,0.458728,2.050555,0.531555,2.145835
05051300,0.598389,1.699711,0.731409,1.547200
04212100,0.672257,1.633190,0.746531,1.569089
05211000,0.605337,1.699647,0.734414,1.556949
02PB006,0.594749,1.698200,0.562206,1.941359
05UF004,0.535798,1.778662,0.572336,1.860590
03422500,0.699900,1.567492,0.804041,1.413456
01671025,0.667739,1.607856,0.797139,1.435107
14046500,0.571833,1.804187,0.565094,1.965448
07106300,0.612537,1.693050,0.811738,1.437577
05078000,0.594350,1.706371,0.769563,1.497243
11464000,0.484023,1.715223,0.770163,1.405728
11138500,0.419289,1.792351,0.775416,1.385760
08CD001,0.551453,1.746064,0.509059,2.025014
02034000,0.659380,1.609116,0.793836,1.431895
12089500,0.610409,1.727444,0.693414,1.668367
01503000,0.660558,1.662704,0.676355,1.704584
04273500,0.642512,1.683586,0.606925,1.868226
06483290,0.601383,1.694937,0.772512,1.495608
06910750,0.648097,1.610342,0.807875,1.408970
07074850,0.689329,1.583489,0.805033,1.420772
03226800,0.675419,1.607266,0.793104,1.465436
10092700,0.544660,1.795857,0.531688,1.980088
03262000,0.664919,1.622527,0.788310,1.463241
08206700,0.579880,1.694139,0.826482,1.383371
02131500,0.674393,1.589557,0.821612,1.407384
02443500,0.669801,1.592198,0.814409,1.404979
06653500,0.586796,1.751871,0.701183,1.621959
05362000,0.612870,1.683752,0.705302,1.621326
12134500,0.549460,1.950963,0.616597,2.032131
02165000,0.676018,1.593065,0.816967,1.400519
06307500,0.600095,1.724042,0.715870,1.615355
01EF001,0.620467,1.726318,0.615940,1.884863
02322500,0.675059,1.579755,0.827290,1.379129
06088500,0.590737,1.705325,0.833086,1.406965
03168000,0.675627,1.605126,0.771683,1.482125
01663500,0.659655,1.616129,0.790455,1.433885
14306500,0.609700,1.627708,0.757906,1.455003
13075910,0.560504,1.769631,0.568048,1.889008
04DB001,0.568419,1.736680,0.599150,1.829881
06308500,0.626653,1.684945,0.789128,1.474985
04062000,0.615922,1.690180,0.657668,1.711561
03105500,0.676643,1.623270,0.755231,1.541800
04060993,0.614958,1.685536,0.672639,1.677549
11367500,0.474021,1.975294,0.657147,1.839343
08NN022,0.553364,1.796106,0.483729,2.110303
09519800,0.606805,1.696324,0.839753,1.400428
03342000,0.684246,1.598280,0.793977,1.463469
06787000,0.608248,1.676754,0.819889,1.422452
07348700,0.650236,1.607536,0.810092,1.396286
02350600,0.661368,1.597910,0.815241,1.390872
03371500,0.684159,1.589449,0.801672,1.445109
06711500,0.595696,1.762886,0.657446,1.742080
06470878,0.594193,1.716820,0.769108,1.511992
02472000,0.676575,1.585022,0.815419,1.399759
06354815,0.579214,1.739823,0.809858,1.446331
03167000,0.665748,1.611884,0.784666,1.468573
01465500,0.657610,1.629255,0.757545,1.515894
14310000,0.574718,1.661744,0.755009,1.477513
05030500,0.594922,1.694506,0.756167,1.515467
05OE006,0.582805,1.715759,0.696325,1.632441
05498150,0.643699,1.631431,0.807608,1.435735
07FC001,0.575673,1.757169,0.585714,1.850030
06759910,0.648145,1.658063,0.765017,1.519629
02217475,0.672998,1.589356,0.814988,1.406614
04192500,0.668914,1.625201,0.780378,1.494026
01350355,0.624446,1.721621,0.640674,1.790102
03049500,0.669141,1.645545,0.673102,1.707768
05QE012,0.595444,1.701453,0.653758,1.723156
08091500,0.589060,1.670119,0.817080,1.388160
05476750,0.616385,1.676067,0.770957,1.497179
09097900,0.543495,1.802698,0.533087,2.018997
06353000,0.595382,1.721883,0.806373,1.457569
13337500,0.513679,1.834831,0.538129,2.102229
02021500,0.657692,1.623782,0.759616,1.515977
05555300,0.657418,1.630043,0.774234,1.502933
02474500,0.673815,1.585855,0.818895,1.397216
07069500,0.661183,1.605218,0.803414,1.416247
03447687,0.683687,1.582413,0.785591,1.428911
02365200,0.680059,1.580097,0.814170,1.388007
07258500,0.645220,1.607784,0.807178,1.401995
06470000,0.590094,1.736756,0.766813,1.508507
04067500,0.626911,1.675980,0.649661,1.717355
10131000,0.534128,1.817164,0.525741,2.033588
07BK001,0.595516,1.744084,0.645712,1.728302
02GC010,0.648096,1.663390,0.688724,1.689345
03238500,0.674228,1.606186,0.783602,1.476200
07EB002,0.570104,1.746930,0.521345,2.013905
03465500,0.690743,1.574326,0.786612,1.437851
05PH003,0.591177,1.706801,0.681163,1.675946
11133000,0.411566,1.795888,0.779860,1.376526
05053000,0.592080,1.712498,0.745068,1.524505
06891000,0.660793,1.625738,0.829586,1.436769
14359000,0.563551,1.770541,0.662943,1.723336
02FC016,0.615546,1.713978,0.573183,1.922794
08032000,0.640760,1.615213,0.818510,1.395288
13314300,0.484563,1.866202,0.525564,2.097947
01AJ010,0.611064,1.694585,0.577543,1.939550
12301300,0.543320,1.800389,0.542968,2.023517
08084000,0.584364,1.699360,0.830779,1.388172
11482500,0.552287,1.669549,0.775480,1.428008
01555000,0.643054,1.671439,0.692121,1.683807
05455700,0.645000,1.638113,0.778904,1.504706
05316580,0.613575,1.683470,0.763470,1.523984
06316400,0.600798,1.713972,0.781794,1.479193
06478690,0.597104,1.699526,0.786511,1.472814
01104200,0.638978,1.660529,0.737812,1.554939
06921070,0.647840,1.613433,0.808811,1.410441
05487470,0.633596,1.646619,0.795965,1.458834
06437000,0.629291,1.674202,0.801991,1.456199
09384000,0.570856,1.762249,0.758873,1.553648
01529950,0.653129,1.666564,0.692430,1.669876
03443000,0.676587,1.591406,0.778068,1.434213
08104100,0.605592,1.654999,0.820820,1.389926
07091200,0.515304,1.808274,0.489896,2.081580
06881000,0.621942,1.659777,0.819917,1.426119
14231000,0.540085,2.025012,0.610835,2.031872
02425000,0.687081,1.578959,0.817572,1.403946
02478500,0.684938,1.577671,0.820276,1.400493
01367500,0.636824,1.686605,0.691046,1.663699
11261500,0.509905,1.723786,0.783180,1.415105
13013650,0.469882,1.864787,0.536343,2.033906
11180700,0.471122,1.752301,0.798314,1.412332
04293500,0.627809,1.700294,0.597510,1.867882
09466500,0.597654,1.702539,0.832569,1.410352
02492000,0.676455,1.576629,0.815680,1.390919
04249000,0.668814,1.645275,0.703920,1.666591
05BH009,0.600566,1.739052,0.714800,1.620497
03376500,0.674547,1.590746,0.807410,1.418639
11234760,0.458045,2.037820,0.539651,2.130313
01BD002,0.590735,1.716531,0.564578,1.941074
11128500,0.407589,1.797411,0.782703,1.366928
08EE004,0.567696,1.798388,0.510895,2.154875
14087380,0.571693,1.782772,0.634012,1.763882
04221000,0.649072,1.670918,0.685724,1.676727
06485500,0.610020,1.683957,0.769762,1.510617
02105500,0.691605,1.575971,0.820476,1.409577
02400100,0.689130,1.576665,0.810717,1.409407
07031740,0.674532,1.584668,0.811842,1.403339
07093775,0.557158,1.798960,0.665129,1.699499
13309220,0.476226,1.843359,0.518289,2.063764
13152500,0.494117,1.837316,0.503593,2.004577
01151500,0.611444,1.696848,0.589605,1.888400
03588500,0.679073,1.584484,0.798926,1.409939
04027500,0.621016,1.687188,0.679496,1.658129
03229500,0.686834,1.587354,0.800029,1.445586
07187000,0.648018,1.611746,0.811076,1.404896
04067958,0.617304,1.678106,0.677683,1.660624
02479300,0.671727,1.577273,0.815465,1.379352
03322985,0.669858,1.611944,0.789898,1.454476
05457700,0.617691,1.670775,0.760745,1.511953
07315500,0.636121,1.650396,0.837419,1.397069
01595800,0.656622,1.652402,0.678768,1.699572
05369500,0.629180,1.666475,0.704202,1.626981
02323000,0.703118,1.557707,0.824861,1.383463
06897500,0.646244,1.629190,0.794702,1.456553
05532500,0.647642,1.647850,0.762931,1.526660
11316670,0.447954,2.049943,0.632222,1.899645
05435500,0.631328,1.662189,0.733028,1.567768
12342500,0.505804,1.813764,0.524870,2.061697
14097100,0.570910,1.828534,0.558210,2.048258
08FE003,0.558178,1.874391,0.534864,2.198899
08106500,0.633561,1.632496,0.823218,1.390433
05473400,0.647465,1.631323,0.790286,1.469847
05270700,0.615873,1.679578,0.731295,1.563316
08026000,0.686734,1.580552,0.819136,1.403933
07315700,0.592560,1.666124,0.820610,1.392614
02ZF001,0.608206,1.745223,0.577982,1.973260
14157500,0.606012,1.637099,0.752379,1.476143
03286500,0.704323,1.566843,0.805682,1.438392
03202000,0.676480,1.599974,0.786341,1.476134
07GH002,0.610620,1.738339,0.648739,1.757730
12329500,0.557848,1.831094,0.553064,2.009058
05320500,0.616434,1.675416,0.769584,1.489696
06799100,0.607543,1.684253,0.794480,1.454438
07072500,0.681252,1.589953,0.803912,1.422212
05KC001,0.565736,1.758115,0.686317,1.637600
07109500,0.618480,1.722415,0.670489,1.714483
08LB020,0.564571,1.774361,0.495977,2.104133
10347460,0.453089,2.029669,0.566853,2.077197
04191500,0.669137,1.621990,0.788975,1.467576
01619500,0.662159,1.619114,0.769609,1.501667
02124742,0.668707,1.594609,0.820528,1.401457
11374000,0.519949,1.686866,0.775091,1.419672
13313000,0.441653,1.931001,0.545659,2.046510
02197320,0.696445,1.573863,0.819029,1.411290
03333700,0.660973,1.626487,0.782388,1.472232
02GB007,0.642008,1.667877,0.686925,1.707812
01127000,0.644515,1.668308,0.697165,1.647080
01575500,0.660401,1.620984,0.766394,1.508424
05449500,0.612874,1.669135,0.774080,1.501560
01642190,0.664804,1.618562,0.771308,1.502399
04149000,0.652352,1.652423,0.751424,1.557687
14137000,0.562023,1.879087,0.640831,1.902261
03358000,0.661144,1.608490,0.803030,1.433981
11376000,0.498330,1.716301,0.763471,1.446413
04229500,0.652387,1.657606,0.746904,1.572411
13037500,0.493902,1.829943,0.522516,2.042490
06476000,0.609669,1.695783,0.774986,1.496440
02312300,0.684807,1.575763,0.833419,1.374955
05569500,0.654693,1.627909,0.774222,1.498782
07MB001,0.554694,1.764160,0.578262,1.847309
06464500,0.613173,1.672565,0.827256,1.416250
13172500,0.581511,1.765360,0.501521,2.020961
01595500,0.659558,1.648382,0.674282,1.708517
09346400,0.534758,1.818881,0.516717,2.091993
02052000,0.679047,1.587700,0.808677,1.416094
14076500,0.539811,1.898560,0.542016,2.111548
02330000,0.678917,1.579072,0.814894,1.386098
12334550,0.574551,1.780512,0.537613,1.990288
05123400,0.567270,1.754584,0.775386,1.510923
06108800,0.604928,1.693446,0.798053,1.454451
01554000,0.664136,1.658853,0.671295,1.721688
06607500,0.618418,1.668353,0.781496,1.482757
05484000,0.620906,1.663604,0.797639,1.455760
02232500,0.689023,1.568476,0.829016,1.366377
05332500,0.618796,1.680108,0.690385,1.622985
12350250,0.536634,1.815273,0.533141,2.083974
07147800,0.620194,1.639724,0.817774,1.396458
14202000,0.628534,1.606815,0.780967,1.425648
04107850,0.657402,1.642326,0.745601,1.556210
02056000,0.662380,1.615540,0.789424,1.449596
02174000,0.686423,1.576528,0.824565,1.402999
11319500,0.474317,1.837255,0.704113,1.654387
01606500,0.666391,1.625117,0.701169,1.633042
06426500,0.600957,1.703963,0.813245,1.447525
07351750,0.654380,1.604548,0.811377,1.396260
02FE009,0.631232,1.689510,0.612806,1.866143
03403500,0.686029,1.585953,0.789647,1.458652
04130500,0.633810,1.687356,0.652757,1.740418
01080500,0.615569,1.720208,0.620344,1.871449
02240500,0.685279,1.574464,0.827862,1.374342
06AD001,0.591848,1.740626,0.675805,1.678127
06119600,0.596980,1.757620,0.651418,1.764955
08323000,0.518387,1.862155,0.545125,2.012600
02066000,0.677753,1.596874,0.802680,1.431478
14238000,0.557695,1.924834,0.627193,1.949220
08067650,0.641690,1.613258,0.808860,1.375718
04196800,0.662212,1.627142,0.788150,1.476605
02350512,0.695841,1.572169,0.816291,1.398453
03CB004,0.565692,1.707901,0.543897,1.941609
13335690,0.522679,1.815143,0.538404,2.082775
08207500,0.568886,1.700763,0.820133,1.382820
01189995,0.633233,1.682791,0.693514,1.672223
07249413,0.655729,1.598289,0.811670,1.401166
02311500,0.683335,1.576531,0.832117,1.374695
03361500,0.664195,1.619790,0.795102,1.457895
06904010,0.636449,1.640980,0.799443,1.446001
11452500,0.473955,1.728566,0.771369,1.403453
03438220,0.713924,1.557608,0.808944,1.423776
05017500,0.518746,1.882094,0.558082,2.053705
02116500,0.687791,1.582068,0.806320,1.426088
11295300,0.441083,2.053813,0.621612,1.946178
12422500,0.567024,1.795804,0.530331,2.121387
03300400,0.681683,1.589316,0.810101,1.419465
12041200,0.585178,1.856881,0.713952,1.664790
03333050,0.664965,1.623343,0.782277,1.488276
02RF002,0.596099,1.689875,0.557581,1.947664
08175800,0.635306,1.633922,0.817548,1.382800
01022500,0.607925,1.725345,0.607456,1.884117
01562000,0.649724,1.650800,0.733214,1.597952
05459500,0.613088,1.669142,0.774998,1.498027
02294655,0.663502,1.594943,0.832524,1.373814
08NL024,0.566577,1.811857,0.476795,2.162542
12363000,0.513671,1.808458,0.538705,2.062231
02418500,0.697075,1.568118,0.815645,1.408759
07346050,0.632109,1.624509,0.814976,1.393515
11218400,0.437933,2.063596,0.536034,2.139402
02298123,0.663509,1.594671,0.837695,1.371997
08065000,0.653637,1.611474,0.821808,1.398375
03381500,0.677731,1.591069,0.802686,1.426598
06923950,0.650872,1.611892,0.811413,1.411423
03069500,0.660760,1.657509,0.678920,1.706455
01453000,0.648776,1.667967,0.697075,1.647126
06220500,0.516115,1.848167,0.511341,2.081980
07242380,0.607518,1.648155,0.824040,1.393809
06347000,0.576917,1.733454,0.779749,1.501112
11143250,0.456216,1.747337,0.775995,1.402993
11151700,0.439506,1.791448,0.792344,1.399966
08164300,0.612002,1.645479,0.810806,1.378408
12302055,0.536845,1.801607,0.524370,2.063005
06475000,0.608885,1.698015,0.772383,1.500456
13331500,0.513336,1.862706,0.513366,2.151214
08061750,0.631453,1.626762,0.815698,1.396483
02373000,0.675745,1.578443,0.808352,1.381473
10159500,0.521026,1.834590,0.505524,2.076647
02319394,0.683393,1.576059,0.815764,1.383982
01371500,0.647030,1.665210,0.706081,1.631459
10136500,0.542892,1.805957,0.519786,2.032333
10126000,0.545615,1.789456,0.541100,1.972198
07123000,0.646875,1.668817,0.768151,1.542292
01613000,0.675478,1.610505,0.733728,1.579850
11156500,0.446171,1.777592,0.781731,1.409947
06725450,0.595469,1.762196,0.638148,1.767844
02294775,0.663502,1.594943,0.832524,1.373814
01576754,0.669521,1.621454,0.745643,1.542114
08KG001,0.593865,1.774280,0.490651,2.057949
05484900,0.626422,1.664193,0.791246,1.479590
02197500,0.698699,1.571639,0.819933,1.410929
12167000,0.590167,1.792474,0.656335,1.823608
03375500,0.666505,1.599395,0.805185,1.423811
06751150,0.603955,1.758219,0.635054,1.783786
03155000,0.682792,1.589076,0.777986,1.498654
02384500,0.687785,1.576463,0.807779,1.415340
08057410,0.629618,1.631088,0.820741,1.394894
10348200,0.455642,2.015286,0.568415,2.063705
03410210,0.691848,1.576478,0.795487,1.435136
11413000,0.455249,1.995224,0.663010,1.811290
14194150,0.615846,1.614685,0.770113,1.424722
03498500,0.694791,1.567728,0.810882,1.420377
11421000,0.495597,1.758427,0.739979,1.516138
04069500,0.628196,1.678969,0.670919,1.680122
06471000,0.595580,1.714360,0.769397,1.511269
07053500,0.668682,1.596446,0.810151,1.410542
13333000,0.562189,1.811600,0.520770,2.069958
05576000,0.655645,1.621929,0.801253,1.438341
12449500,0.459949,1.864410,0.536596,2.005775
07030240,0.670951,1.586541,0.810911,1.401354
11043000,0.435824,1.818257,0.786291,1.394412
05317000,0.607538,1.693863,0.776634,1.481558
02YC001,0.581371,1.739185,0.537778,2.031835
