basin_id,sum(msi_paras),sum(msti_paras),sum(wsi_paras),sum(wsti_paras)
12213100,0.484573,1.537317,0.582973,1.646588
07315700,0.466673,1.288278,0.629068,1.001751
04AA004,0.453081,1.446842,0.476123,1.399033
13135000,0.466718,1.437564,0.414309,1.624329
06347500,0.466070,1.392051,0.613497,1.116018
08086290,0.463747,1.312995,0.631011,1.005532
07072500,0.537438,1.200563,0.619252,1.024859
14144800,0.441141,1.576251,0.549330,1.741481
03213700,0.545627,1.196604,0.627425,1.086332
09386950,0.457761,1.434032,0.578426,1.320979
06294000,0.496503,1.346526,0.594844,1.199559
02FE013,0.500757,1.300473,0.473130,1.426040
01364500,0.493489,1.279291,0.527755,1.251256
05471200,0.496748,1.295304,0.615007,1.077588
03453500,0.547198,1.180300,0.612444,1.032166
11462500,0.374864,1.369271,0.585488,0.980803
02089500,0.548968,1.191379,0.631843,1.014185
06436760,0.473184,1.338944,0.650504,1.058251
09067020,0.412555,1.517308,0.418031,1.716155
07285400,0.512895,1.204866,0.615836,0.991636
07183500,0.509538,1.250037,0.634213,1.022633
09093700,0.439627,1.475882,0.404243,1.706802
03FC007,0.450262,1.414956,0.414494,1.490598
04180500,0.517489,1.261404,0.594260,1.132245
05421000,0.500983,1.308582,0.589763,1.135990
02PJ007,0.498660,1.316559,0.460134,1.482828
09058000,0.425357,1.497364,0.410067,1.710367
08FB007,0.451426,1.486740,0.407904,1.781249
09502000,0.462834,1.345411,0.631397,1.052064
14243000,0.480585,1.474990,0.586678,1.551986
06664400,0.461536,1.393801,0.606964,1.179219
06470000,0.478435,1.403544,0.606888,1.137718
02321975,0.536450,1.217005,0.638561,1.002011
10348200,0.377407,1.680373,0.497762,1.751104
07264000,0.513725,1.209263,0.618579,1.004660
03451500,0.542293,1.180285,0.610529,1.029446
02126000,0.535106,1.203426,0.633774,1.014963
04082400,0.513509,1.307309,0.559885,1.230950
05540500,0.511469,1.258124,0.613483,1.072055
02RF002,0.485514,1.368042,0.439992,1.545633
07025400,0.527587,1.200105,0.621735,1.017454
02OE032,0.494398,1.317792,0.443992,1.496877
08065800,0.496628,1.241721,0.617483,0.987682
08106500,0.502302,1.261414,0.633467,1.005749
03237020,0.548515,1.208772,0.622205,1.093217
05HD036,0.474464,1.378205,0.580147,1.196803
06DA002,0.437885,1.464755,0.433841,1.426746
07EA007,0.468399,1.420471,0.430928,1.595039
05585000,0.516765,1.247027,0.620201,1.068755
02312720,0.545650,1.226792,0.645180,1.009665
11295300,0.367521,1.724518,0.550515,1.658399
09504000,0.441612,1.395920,0.633672,1.089754
07216500,0.469754,1.457127,0.504791,1.441481
04208504,0.535475,1.231320,0.606002,1.121480
03285000,0.543426,1.197315,0.627019,1.036023
06630000,0.457617,1.459022,0.427764,1.615827
05MH006,0.458226,1.423386,0.527845,1.272318
06699005,0.442545,1.487666,0.418639,1.699146
03322900,0.529660,1.227164,0.615564,1.068580
02350512,0.550402,1.190361,0.627892,1.003509
04027000,0.491894,1.337101,0.510247,1.269759
08067650,0.505540,1.229609,0.616799,0.981227
02223248,0.547581,1.194000,0.632788,1.018020
07123000,0.520489,1.311989,0.624672,1.194479
04024000,0.493091,1.351763,0.564429,1.209777
06307830,0.501752,1.333728,0.623582,1.135200
06024540,0.428791,1.500029,0.425370,1.697006
09070000,0.426044,1.498132,0.428327,1.718536
11152000,0.349004,1.417863,0.579727,0.968862
02GC002,0.517253,1.267983,0.531698,1.289544
01589000,0.530525,1.221099,0.607638,1.084091
04161820,0.511954,1.270490,0.596676,1.150775
13050500,0.425394,1.489272,0.433708,1.684824
14142500,0.482259,1.425628,0.600387,1.463571
01EN002,0.493165,1.332535,0.485515,1.490425
04115000,0.522329,1.274830,0.594106,1.170727
08180500,0.470423,1.301806,0.622480,0.984148
07231000,0.489256,1.258105,0.630767,1.007042
06876070,0.491117,1.317149,0.645898,1.076975
03205470,0.536006,1.212549,0.621466,1.081234
06AG001,0.478563,1.415521,0.518883,1.293944
02030500,0.527291,1.217881,0.625621,1.029839
04027500,0.501633,1.328509,0.530703,1.250893
06119600,0.483503,1.385308,0.522449,1.362047
05458500,0.502659,1.314392,0.594284,1.127554
01BP001,0.483500,1.344225,0.438167,1.539992
02359170,0.568965,1.176348,0.632607,1.009064
07068000,0.529717,1.204050,0.617133,1.025860
07171600,0.480775,1.266316,0.625725,1.006002
07189000,0.516977,1.212513,0.623314,1.014046
14231900,0.447447,1.711594,0.549290,1.813032
05498000,0.511847,1.249273,0.627279,1.050537
01389500,0.510192,1.257191,0.571290,1.167971
06192500,0.429049,1.491795,0.422086,1.705122
01544000,0.502724,1.289872,0.515921,1.340583
03346000,0.525576,1.216486,0.623121,1.038047
03380500,0.524875,1.214142,0.619244,1.031594
01010500,0.484663,1.354837,0.450681,1.498779
06901500,0.510150,1.250838,0.622253,1.040807
09366500,0.448835,1.447260,0.513469,1.451973
08220000,0.408902,1.512932,0.418021,1.669702
13141500,0.382535,1.533367,0.416262,1.590376
05340500,0.505513,1.332307,0.565845,1.206183
07344493,0.497313,1.232789,0.623501,0.995755
13075000,0.459584,1.407621,0.513119,1.427500
11042000,0.349212,1.475216,0.592376,0.976905
07GH002,0.494156,1.382019,0.516221,1.353994
05DF003,0.476788,1.396776,0.557372,1.252401
06873460,0.477205,1.334355,0.642168,1.072569
02312300,0.547710,1.225013,0.646979,1.010814
02047000,0.534666,1.209160,0.628754,1.023434
01200500,0.505511,1.294349,0.520691,1.346708
07242380,0.479451,1.268581,0.633301,1.004127
04199500,0.531373,1.235308,0.609939,1.097731
01358000,0.510590,1.298785,0.475827,1.474692
08246500,0.405057,1.549251,0.425887,1.729308
07145500,0.484768,1.294317,0.634401,1.026300
06218500,0.422158,1.514431,0.404941,1.704782
05416900,0.500464,1.302713,0.589555,1.128910
13032500,0.405945,1.537186,0.436513,1.699145
11134000,0.317058,1.482771,0.577598,0.946432
07338750,0.507814,1.198751,0.609996,0.990666
09246400,0.450445,1.432697,0.417581,1.591855
01555000,0.510473,1.280736,0.544854,1.284725
11475000,0.395143,1.398579,0.622121,1.144652
01643000,0.528401,1.227364,0.602427,1.107597
05496000,0.512379,1.252023,0.625472,1.064809
13011900,0.374197,1.598846,0.462235,1.710620
08401900,0.427264,1.443036,0.658704,1.025844
03575500,0.569762,1.166028,0.626825,1.039136
08MG005,0.435200,1.528718,0.440448,1.788255
06478500,0.501940,1.349410,0.617017,1.128506
11478500,0.408406,1.400756,0.611526,1.206769
10338000,0.371683,1.698523,0.488758,1.780861
03184500,0.544884,1.210783,0.603210,1.125710
06917680,0.508453,1.230713,0.623203,1.006352
02412000,0.544862,1.184309,0.626267,1.012879
03029500,0.507043,1.280485,0.514605,1.323683
10318500,0.424859,1.485042,0.402235,1.650227
07268000,0.520141,1.197576,0.615256,0.994735
03373500,0.540489,1.202605,0.623042,1.054757
06718300,0.431173,1.495254,0.411867,1.726304
08NG053,0.452469,1.449627,0.407209,1.693918
06609500,0.501440,1.302455,0.624914,1.071575
08032000,0.504932,1.230505,0.625892,0.997119
02455900,0.534806,1.188764,0.622583,1.000160
09505800,0.433686,1.428540,0.590382,1.342009
07249413,0.513534,1.203464,0.619153,0.996421
07ED003,0.476771,1.442277,0.398374,1.713435
07311500,0.461660,1.313030,0.635843,1.007659
08066500,0.538539,1.216353,0.638249,1.014734
01428500,0.503633,1.294058,0.507612,1.359886
12354000,0.432102,1.504907,0.453005,1.750280
08013000,0.532402,1.191287,0.612024,0.988254
12334510,0.452427,1.470843,0.420298,1.680924
12324680,0.477539,1.416995,0.458857,1.515004
02383500,0.539759,1.181758,0.621327,1.010727
06752500,0.506570,1.336254,0.580524,1.264250
01116500,0.506669,1.241511,0.586311,1.121734
02055000,0.523542,1.229363,0.614082,1.079420
02329600,0.520616,1.211366,0.620984,0.986112
06932000,0.514127,1.211572,0.623493,1.015014
05331580,0.510915,1.330417,0.591324,1.178683
07029500,0.536471,1.188405,0.618095,1.004734
03150000,0.543175,1.217614,0.615258,1.098298
09381800,0.446899,1.418483,0.557841,1.399620
11482500,0.424457,1.298805,0.606919,1.017634
03058975,0.536499,1.205654,0.612718,1.124429
06892350,0.528553,1.266291,0.661888,1.085015
02396000,0.542099,1.183869,0.622050,1.003193
02296500,0.524539,1.250219,0.647690,1.007266
05LJ007,0.473453,1.396560,0.521818,1.284871
09496500,0.456419,1.363754,0.632647,1.116913
08188500,0.494030,1.283022,0.626669,0.995883
13341050,0.444327,1.489582,0.457961,1.771257
14316700,0.455466,1.428502,0.583277,1.466595
10315500,0.397530,1.545978,0.402627,1.626350
06353000,0.476998,1.368320,0.638261,1.088710
02373000,0.532166,1.188604,0.616737,0.982618
05QE012,0.484111,1.371342,0.509660,1.306781
06713300,0.483235,1.328943,0.650461,1.088081
01AL002,0.488894,1.323019,0.462492,1.541297
04235600,0.532817,1.251943,0.582495,1.174665
07180200,0.480183,1.287988,0.628207,1.018632
05127500,0.493273,1.353317,0.542853,1.252186
08EE020,0.460822,1.475518,0.418249,1.807753
03287000,0.556524,1.181444,0.629399,1.053356
10155200,0.415325,1.505357,0.421713,1.698096
06866500,0.503655,1.300644,0.654783,1.087997
02268903,0.551331,1.224500,0.648204,1.010665
07144780,0.475050,1.309428,0.636654,1.029361
06758500,0.520345,1.316436,0.599479,1.214055
08143600,0.466957,1.311575,0.633757,1.003135
14232500,0.449165,1.723084,0.556277,1.809520
06036650,0.469575,1.434029,0.442987,1.578929
02021500,0.520245,1.235346,0.595823,1.131122
01BH007,0.465007,1.391618,0.452655,1.615908
03159500,0.530671,1.221245,0.615500,1.087887
09260000,0.460594,1.434366,0.460996,1.487326
02234500,0.565911,1.205247,0.645962,1.008463
07056000,0.510933,1.210670,0.609813,0.999616
02395980,0.542099,1.183869,0.622050,1.003193
03598000,0.538285,1.179074,0.614334,1.003017
07288280,0.525233,1.203944,0.617494,0.997888
04067958,0.498748,1.326505,0.530243,1.256498
01622000,0.525154,1.241100,0.599422,1.139268
03488000,0.533265,1.208232,0.609648,1.087125
05062500,0.475462,1.366464,0.590012,1.117045
07EE010,0.493120,1.410944,0.399437,1.686039
05261000,0.496993,1.348959,0.571064,1.173168
11261500,0.398279,1.386261,0.598034,1.001738
05267000,0.497414,1.347784,0.571168,1.173106
04165500,0.522779,1.264883,0.601843,1.159271
05582000,0.525590,1.239765,0.615550,1.083342
14305500,0.476108,1.227469,0.615610,1.017206
02351890,0.521702,1.207127,0.623722,0.978745
02312762,0.545647,1.226789,0.645179,1.009664
02196484,0.548239,1.188750,0.629893,1.015846
07016500,0.522587,1.214083,0.619176,1.022245
05UA003,0.456507,1.444319,0.487742,1.384695
05061000,0.475885,1.362434,0.593270,1.107988
05291000,0.478588,1.357675,0.592260,1.135020
04180000,0.518110,1.257849,0.601536,1.115467
05316580,0.496346,1.341710,0.600928,1.143739
07177500,0.496752,1.252110,0.632695,1.016662
05383950,0.494639,1.320399,0.591290,1.119874
02423555,0.530456,1.187834,0.621466,0.993401
02483500,0.534564,1.187945,0.620776,0.994308
01481000,0.519577,1.231731,0.588957,1.118088
08186000,0.479360,1.289203,0.619988,0.985623
01552000,0.508101,1.281360,0.531735,1.293912
14369500,0.424153,1.411633,0.596033,1.257485
14137002,0.461698,1.531163,0.572545,1.624778
03349000,0.526368,1.228729,0.615465,1.070817
07332500,0.489328,1.245749,0.628186,1.003707
13213000,0.417290,1.493530,0.431356,1.689216
14200000,0.495679,1.265337,0.613377,1.152425
09482000,0.426152,1.424668,0.664677,1.026359
09486500,0.437459,1.414027,0.670956,1.028734
06865500,0.500913,1.305870,0.652357,1.090620
07013000,0.522769,1.208664,0.622031,1.022072
02130980,0.540847,1.202386,0.637112,1.023373
02210500,0.540963,1.193223,0.631094,1.014058
02472500,0.523890,1.192399,0.622812,0.985394
08180800,0.474572,1.300061,0.622856,0.987497
04174500,0.528069,1.258475,0.595362,1.165639
12392000,0.459701,1.460898,0.423154,1.717551
01329490,0.496913,1.314038,0.473375,1.505391
06324000,0.481238,1.371897,0.581363,1.209216
09481740,0.421759,1.427140,0.661142,1.024121
13310700,0.399257,1.564381,0.440153,1.787211
12365000,0.436713,1.479175,0.417883,1.671664
03414500,0.538502,1.180417,0.618581,1.023414
01542500,0.518143,1.271178,0.541607,1.253944
01021500,0.474472,1.338063,0.475183,1.481465
03251500,0.552021,1.195696,0.621244,1.065757
08LA001,0.471628,1.442209,0.405230,1.731170
03404000,0.539931,1.187409,0.616681,1.056050
03326500,0.525618,1.230913,0.621098,1.071532
02446500,0.535101,1.186627,0.622910,1.002435
11469000,0.397242,1.309651,0.592193,0.976520
02FC016,0.490676,1.327491,0.443403,1.492611
07151500,0.483524,1.288859,0.629491,1.017398
08153500,0.467027,1.304577,0.619686,0.985811
07343500,0.497764,1.233095,0.622854,0.992821
08284100,0.417665,1.527175,0.421534,1.753617
12389000,0.459257,1.460785,0.420712,1.712872
09346400,0.440819,1.486244,0.427909,1.724192
07139500,0.528469,1.281394,0.657013,1.111466
03231500,0.547080,1.210198,0.623948,1.085529
05378500,0.516413,1.321993,0.579724,1.202596
09288180,0.434424,1.481124,0.403045,1.631768
05520500,0.533382,1.237723,0.605291,1.100340
08019200,0.513770,1.224725,0.627772,1.002222
04121300,0.497175,1.308872,0.532956,1.277497
05594100,0.538127,1.211174,0.627904,1.048758
05062000,0.479865,1.362506,0.585395,1.129499
02361500,0.528695,1.194733,0.620370,0.985441
03124500,0.530664,1.231203,0.614425,1.092844
02419890,0.552285,1.182004,0.628731,1.008403
03227500,0.538719,1.219686,0.624599,1.080793
03165500,0.527749,1.212784,0.599582,1.087741
06752000,0.477924,1.432936,0.453586,1.599751
06470878,0.481220,1.386509,0.610887,1.142754
11044000,0.349104,1.491512,0.595053,0.979360
02487500,0.528131,1.193948,0.622161,0.996318
02294655,0.529619,1.239419,0.643610,1.002651
03FA003,0.444543,1.427624,0.418064,1.486716
14366000,0.423668,1.471983,0.580742,1.373207
06038800,0.409585,1.522961,0.440680,1.709795
04087000,0.509577,1.302063,0.573275,1.209228
06918440,0.505481,1.229406,0.620025,1.012940
02134480,0.533687,1.204518,0.634595,1.008706
02456500,0.536689,1.187130,0.622288,0.999058
08317400,0.476115,1.439669,0.460268,1.539600
04FC001,0.476719,1.400699,0.474373,1.425193
09253000,0.413659,1.524540,0.434396,1.691083
06440200,0.470365,1.337814,0.653438,1.048467
05064000,0.475233,1.371630,0.590615,1.118859
06352000,0.466995,1.373291,0.640061,1.067338
03323500,0.529746,1.228478,0.619763,1.068251
05474000,0.523370,1.259914,0.619145,1.123978
09085000,0.427021,1.490982,0.433974,1.698925
06634620,0.456872,1.448353,0.448552,1.504468
01570000,0.516563,1.247339,0.593720,1.139981
03016000,0.518720,1.270579,0.518731,1.314911
06425500,0.493370,1.295738,0.652418,1.052030
04178000,0.511371,1.268653,0.588795,1.139025
02411000,0.559762,1.174560,0.627590,1.011753
13073000,0.456129,1.429865,0.457441,1.496457
08181480,0.466037,1.301838,0.615998,0.978329
03194700,0.527650,1.224690,0.562092,1.202018
06820500,0.511211,1.260189,0.623502,1.071432
09513910,0.384821,1.467695,0.640539,1.008892
05528000,0.506599,1.286169,0.586653,1.163219
06890100,0.492026,1.269364,0.634424,1.034877
11501000,0.440789,1.506759,0.477805,1.693332
08NB012,0.421434,1.506474,0.429167,1.673612
07331000,0.501884,1.264842,0.646435,1.022669
06877600,0.506829,1.293569,0.655642,1.077209
02103000,0.524896,1.210676,0.634212,1.014390
01FB003,0.492980,1.344920,0.465128,1.571340
05OC016,0.467712,1.398516,0.542310,1.253289
01118500,0.510495,1.231487,0.596454,1.081975
06806500,0.489942,1.291020,0.621634,1.039269
11372000,0.383609,1.375512,0.623438,1.087387
11123000,0.309523,1.475809,0.584242,0.945779
01543000,0.502822,1.283036,0.518424,1.330300
05507800,0.522835,1.231418,0.627154,1.041580
07243500,0.491526,1.254256,0.634535,1.007873
02100500,0.534013,1.208044,0.629003,1.020077
12149000,0.494772,1.371687,0.581597,1.440471
06386500,0.494216,1.322103,0.656231,1.087053
06800500,0.503184,1.306900,0.634813,1.081075
05433000,0.500972,1.293537,0.568704,1.159354
04031000,0.483098,1.349177,0.500017,1.322494
04223000,0.517465,1.272238,0.529408,1.281323
06730200,0.488232,1.374602,0.527789,1.389206
02KJ007,0.497003,1.339847,0.451716,1.437094
07074850,0.544966,1.197262,0.621177,1.026033
08NK016,0.450535,1.451111,0.419476,1.669535
11471500,0.382609,1.455472,0.614866,1.226581
06605000,0.485887,1.333478,0.603217,1.092908
01170500,0.503580,1.314350,0.461590,1.507177
09384000,0.460816,1.414746,0.614564,1.208875
08NK018,0.451441,1.450779,0.422064,1.663715
07FD011,0.454330,1.436854,0.468140,1.432166
02PL005,0.494585,1.309683,0.443287,1.478859
09502800,0.408661,1.439355,0.648467,1.036164
12144500,0.483524,1.558324,0.574228,1.668403
08217500,0.399698,1.513283,0.435853,1.667408
01065500,0.486201,1.327190,0.491378,1.496988
01503000,0.522496,1.268135,0.528315,1.294858
02245050,0.534442,1.220479,0.637255,1.000107
12334550,0.470177,1.436378,0.430842,1.586367
07371500,0.521994,1.204662,0.609084,0.994458
05586100,0.544373,1.228717,0.617844,1.118738
01421000,0.496160,1.297460,0.506925,1.372122
06814500,0.495638,1.279900,0.639184,1.055288
09067005,0.412599,1.517210,0.418028,1.716152
02037500,0.543959,1.214782,0.617393,1.085575
01543500,0.504178,1.282632,0.519364,1.324853
04218000,0.526699,1.265946,0.543533,1.261935
06927000,0.513252,1.220811,0.623944,1.014500
07030392,0.527590,1.193958,0.622716,1.004005
05506500,0.517145,1.235950,0.625140,1.043537
09415000,0.452182,1.375196,0.625764,1.121744
09424900,0.403610,1.434040,0.635345,1.014378
02025500,0.538293,1.220451,0.604477,1.128622
12424000,0.477779,1.361658,0.520952,1.457922
01371500,0.511526,1.268246,0.552635,1.231154
06025500,0.437980,1.485166,0.435937,1.687564
05331000,0.510663,1.330606,0.591523,1.178443
05506350,0.517147,1.235960,0.625145,1.043537
11109525,0.339500,1.514767,0.608864,1.075333
03410500,0.544144,1.181116,0.615709,1.039100
06188000,0.414393,1.503643,0.436569,1.682012
02226000,0.560925,1.187555,0.638316,1.015983
07048600,0.505507,1.206240,0.615163,0.997360
05440700,0.514818,1.290370,0.574789,1.188957
03322985,0.530048,1.227066,0.616663,1.068616
11413520,0.392791,1.541493,0.638627,1.372752
01601500,0.513226,1.259061,0.569217,1.212132
06326500,0.513386,1.311732,0.647419,1.106605
04208000,0.534565,1.232863,0.606021,1.123129
01049265,0.491207,1.331085,0.455497,1.483799
07327550,0.466985,1.291581,0.636190,1.003715
08LG048,0.458467,1.471887,0.396842,1.769206
08JE001,0.485939,1.431410,0.408901,1.695593
03461500,0.543939,1.177848,0.606721,1.066203
14155500,0.467467,1.312301,0.607352,1.212995
01614000,0.515145,1.244342,0.612294,1.104119
02342500,0.534054,1.198758,0.626427,0.998222
06898000,0.506716,1.266810,0.620764,1.072901
03KC004,0.442389,1.434585,0.413989,1.490865
02477990,0.531947,1.191997,0.625085,0.998500
05473400,0.517447,1.253157,0.619295,1.089625
06DC001,0.456151,1.444201,0.439982,1.426685
11303500,0.399387,1.379399,0.596158,1.007531
12134500,0.469440,1.648248,0.565299,1.802799
04122500,0.506582,1.307094,0.534259,1.279470
02113850,0.528614,1.207103,0.623592,1.034188
05508805,0.505869,1.238806,0.623735,1.031784
11070500,0.349521,1.481862,0.593074,0.981621
06914100,0.493670,1.253454,0.623684,1.002739
02228000,0.539927,1.209401,0.632912,1.004023
06464500,0.489651,1.308800,0.653395,1.050842
03NF001,0.437162,1.462832,0.424074,1.629649
10350400,0.393555,1.582209,0.496407,1.587648
05PH003,0.478293,1.371024,0.534419,1.269583
05332500,0.499761,1.326459,0.536500,1.217919
02240000,0.545261,1.221186,0.639136,1.002485
08164000,0.496427,1.259098,0.615716,0.981802
02217475,0.530013,1.196835,0.624258,1.004235
01634000,0.528762,1.232551,0.607394,1.113371
03369500,0.528363,1.204780,0.623827,1.034758
14194150,0.479851,1.239756,0.601870,1.008178
06041000,0.434248,1.486796,0.425163,1.720396
03410210,0.544307,1.180203,0.615498,1.038067
01343060,0.483027,1.330875,0.453122,1.491372
07EA005,0.471751,1.422021,0.413910,1.645047
14076500,0.438284,1.544319,0.466494,1.766057
07EC004,0.460171,1.440338,0.400704,1.675384
13290190,0.398558,1.526513,0.428138,1.691027
13333000,0.456647,1.459325,0.435626,1.696431
06282000,0.448553,1.466965,0.419124,1.684361
11114000,0.332506,1.494161,0.582755,0.973982
01608500,0.540987,1.229056,0.572086,1.210781
09095500,0.444191,1.470394,0.411236,1.704323
03528000,0.560144,1.181632,0.631928,1.059662
07237500,0.490375,1.322554,0.662592,1.043693
05132000,0.488681,1.358663,0.567537,1.175061
11189500,0.355257,1.614934,0.458277,1.580211
07144100,0.484307,1.288549,0.632361,1.023395
07119700,0.519632,1.318041,0.609697,1.224233
01EC001,0.495791,1.317517,0.515986,1.411920
11345500,0.414614,1.516091,0.497761,1.511399
13075910,0.456813,1.421825,0.461161,1.502059
06AC001,0.473355,1.416424,0.547053,1.253000
03183500,0.525206,1.240795,0.567805,1.209042
05MF008,0.455216,1.432588,0.494155,1.320761
14312000,0.461382,1.302215,0.618463,1.144460
03339000,0.529008,1.231113,0.618732,1.084091
13235000,0.364120,1.605591,0.435340,1.732021
02135000,0.548451,1.195953,0.637426,1.015494
06891000,0.526717,1.269829,0.661310,1.085598
05RC001,0.478517,1.393677,0.483115,1.369699
07EC002,0.463845,1.441517,0.399609,1.688221
08012000,0.529650,1.197563,0.612428,0.987887
05OE004,0.473430,1.379289,0.536510,1.251321
03212980,0.542353,1.196699,0.625762,1.084512
11186000,0.330296,1.720883,0.432035,1.816727
03274000,0.535336,1.220241,0.619602,1.080020
02136000,0.539546,1.202452,0.641339,1.020100
12449500,0.381986,1.576756,0.454119,1.693148
01152500,0.498203,1.308043,0.494092,1.429874
13302500,0.412160,1.518829,0.422553,1.675340
02198000,0.533178,1.206701,0.629011,1.011569
02313000,0.544805,1.226887,0.644656,1.009210
03357500,0.519989,1.216966,0.619277,1.043975
04172000,0.518043,1.267142,0.596251,1.157634
07257006,0.502970,1.204263,0.610797,0.990807
08KH001,0.477043,1.437395,0.392738,1.731043
03276500,0.529906,1.220595,0.617121,1.071576
05551000,0.512330,1.282285,0.585415,1.160280
03247500,0.535558,1.214649,0.617236,1.083284
08062000,0.499996,1.243448,0.623737,0.999765
08041000,0.532987,1.204190,0.621586,0.997872
06AD001,0.479728,1.409538,0.535170,1.277939
02083500,0.541996,1.199191,0.631352,1.014768
06020600,0.456141,1.446179,0.419971,1.607515
11066460,0.346266,1.469357,0.583604,0.978206
09171100,0.470797,1.421905,0.459303,1.555454
07340000,0.520759,1.195181,0.616796,0.997574
02479300,0.530101,1.189506,0.622190,0.982186
07034000,0.523639,1.212841,0.608583,1.040447
07144795,0.476814,1.305634,0.634935,1.027225
07019000,0.535113,1.204467,0.621091,1.031463
02270500,0.531633,1.245337,0.648382,1.007334
02160390,0.520945,1.212384,0.626680,1.001825
02202500,0.551472,1.196543,0.632699,1.012370
09237450,0.412947,1.501721,0.411376,1.686166
05463500,0.496625,1.300208,0.612532,1.096330
10396000,0.407581,1.505344,0.463725,1.641116
02365500,0.536425,1.190505,0.620798,0.987683
04262500,0.508413,1.298680,0.469623,1.433949
05247500,0.489788,1.352968,0.581428,1.150545
06711565,0.482124,1.417772,0.499146,1.439812
11464000,0.371408,1.373763,0.582427,0.973775
09251000,0.444792,1.449894,0.411237,1.632379
06897500,0.515765,1.253023,0.621189,1.076465
01100000,0.504019,1.313046,0.493911,1.465368
14307620,0.490335,1.235816,0.609641,1.025649
02397000,0.547717,1.179588,0.623364,1.009020
07299670,0.450662,1.351671,0.631228,0.998295
12035000,0.505438,1.208175,0.610800,1.049040
09410100,0.423145,1.413160,0.593402,1.191425
11335000,0.373879,1.369110,0.591613,1.003773
09409880,0.428036,1.434962,0.556759,1.397637
02070500,0.521883,1.210228,0.622976,1.034053
01076500,0.489232,1.325718,0.462250,1.467603
07346045,0.501423,1.225872,0.621529,0.995230
03032500,0.513836,1.265723,0.536462,1.269218
11446500,0.397321,1.388129,0.609340,1.144887
01625000,0.517909,1.239445,0.612143,1.088652
14092500,0.457657,1.485144,0.465290,1.616969
14033500,0.468881,1.318415,0.617612,1.117560
02156500,0.543589,1.196299,0.627285,1.016761
08319000,0.483588,1.421041,0.463026,1.520325
06713000,0.483236,1.328913,0.650450,1.088084
08176500,0.506910,1.261023,0.628052,0.997539
07326500,0.480149,1.299882,0.641872,1.015970
04069416,0.507740,1.321988,0.528281,1.276308
05CA012,0.490155,1.372831,0.584547,1.207614
11147500,0.326001,1.470713,0.585053,0.961129
05379500,0.504154,1.310675,0.587114,1.144348
05434500,0.504974,1.292489,0.572825,1.165532
01558000,0.513395,1.272274,0.548321,1.234810
01536500,0.524343,1.271351,0.523722,1.309444
14190500,0.462020,1.256395,0.603457,1.024939
14157500,0.478375,1.274015,0.610548,1.110614
10020100,0.420073,1.501318,0.412364,1.632600
03155000,0.541218,1.203299,0.614780,1.118179
03139000,0.526900,1.237201,0.610398,1.091561
01010000,0.484684,1.349986,0.452763,1.487094
08LB047,0.449663,1.460658,0.417321,1.739888
01520000,0.511076,1.281496,0.545979,1.257597
05369500,0.509215,1.320495,0.552595,1.232160
01347000,0.506516,1.296581,0.487183,1.442897
14087400,0.458920,1.423996,0.529670,1.414274
09365000,0.476687,1.420636,0.460653,1.563350
08093360,0.465562,1.279841,0.617663,0.983257
07315500,0.505391,1.287913,0.656084,1.029296
07108900,0.489373,1.335679,0.656537,1.096934
08EC013,0.479928,1.440642,0.409264,1.705058
03503000,0.530014,1.177204,0.598185,1.032818
01BF001,0.471581,1.371883,0.449938,1.566286
09520500,0.483707,1.348355,0.669814,1.034470
05387500,0.499066,1.319247,0.588477,1.135227
14301000,0.489778,1.273875,0.612864,1.140325
06088500,0.465259,1.330749,0.662577,1.045314
04136500,0.509142,1.313193,0.513790,1.328233
09503700,0.427190,1.414970,0.640662,1.064029
13010065,0.387634,1.595221,0.474502,1.735857
07145200,0.473947,1.307756,0.634783,1.026536
04135700,0.504121,1.314472,0.528711,1.309695
10329000,0.425011,1.471053,0.473075,1.513048
04114500,0.517182,1.267920,0.608318,1.119984
12409000,0.459545,1.452360,0.439197,1.753437
02369000,0.531529,1.187216,0.621113,0.981204
13286700,0.448392,1.452147,0.431348,1.652009
05570910,0.514277,1.251024,0.612950,1.096531
06600100,0.483573,1.333770,0.603263,1.108478
07186000,0.515168,1.223373,0.623610,1.007864
05MG001,0.452890,1.433500,0.508732,1.279407
01434000,0.506282,1.292567,0.507796,1.361998
11368000,0.402489,1.618966,0.616757,1.506172
06817000,0.501308,1.279379,0.622844,1.062613
07061000,0.535847,1.202980,0.619973,1.019268
13041010,0.399294,1.554627,0.452422,1.709796
14201340,0.490421,1.241024,0.607689,1.021723
02131500,0.534092,1.205145,0.638194,1.022570
02323000,0.559924,1.195517,0.636085,1.004747
02NF003,0.496287,1.333511,0.455837,1.483359
05AB005,0.475246,1.340381,0.587708,1.130077
10BE004,0.468278,1.413204,0.425126,1.597655
01400500,0.511533,1.253092,0.584525,1.135565
07307028,0.477619,1.314652,0.647745,1.020872
06900050,0.515022,1.249541,0.621845,1.060060
08206600,0.479142,1.318102,0.643457,1.004849
03269500,0.527230,1.228013,0.618858,1.079334
11530000,0.412731,1.500568,0.599759,1.419663
04147500,0.516743,1.286396,0.578448,1.192635
08174600,0.477313,1.278026,0.621533,0.983267
05447500,0.516713,1.264527,0.598864,1.129832
07179500,0.482841,1.281196,0.629780,1.018678
05369000,0.499413,1.320456,0.570449,1.187326
02467000,0.556481,1.176573,0.628623,1.009883
