lon ; lat 
  nan; nan 
 -99.17330758; 29.85160493 
 -99.17299706; 29.85161395 
 -99.17298668; 29.85134367 
 -99.17329721; 29.85133465 
 -99.17330758; 29.85160493 
 nan; nan 
 -99.33595267; 29.95308763 
 -99.33564178; 29.95309711 
 -99.33563087; 29.95282691 
 -99.33594176; 29.95281742 
 -99.33595267; 29.95308763 
 nan; nan 
 -99.66196933; 30.10253111 
 -99.66228075; 30.10252070 
 -99.66229275; 30.10279078 
 -99.66198134; 30.10280119 
 -99.66196933; 30.10253111 
 nan; nan 
 -99.17330758; 29.85160493 
 -99.17361811; 29.85159590 
 -99.17392864; 29.85158687 
 -99.17423916; 29.85157784 
 -99.17454969; 29.85156881 
 -99.17486022; 29.85155977 
 -99.17517075; 29.85155074 
 -99.17548127; 29.85154171 
 -99.17547089; 29.85127143 
 -99.17546051; 29.85100115 
 -99.17577104; 29.85099211 
 -99.17576066; 29.85072183 
 -99.17575028; 29.85045155 
 -99.17606080; 29.85044252 
 -99.17605042; 29.85017224 
 -99.17636094; 29.85016320 
 -99.17635056; 29.84989292 
 -99.17666108; 29.84988388 
 -99.17665069; 29.84961360 
 -99.17696121; 29.84960456 
 -99.17727173; 29.84959552 
 -99.17758225; 29.84958648 
 -99.17789277; 29.84957744 
 -99.17790316; 29.84984772 
 -99.17791355; 29.85011800 
 -99.17822407; 29.85010896 
 -99.17853459; 29.85009992 
 -99.17854498; 29.85037020 
 -99.17885550; 29.85036115 
 -99.17916602; 29.85035211 
 -99.17917641; 29.85062239 
 -99.17886589; 29.85063143 
 -99.17887628; 29.85090171 
 -99.17856576; 29.85091076 
 -99.17857615; 29.85118104 
 -99.17826562; 29.85119008 
 -99.17827601; 29.85146036 
 -99.17828640; 29.85173064 
 -99.17829679; 29.85200092 
 -99.17860732; 29.85199187 
 -99.17861771; 29.85226215 
 -99.17862810; 29.85253243 
 -99.17893863; 29.85252339 
 -99.17894902; 29.85279367 
 -99.17895941; 29.85306394 
 -99.17926994; 29.85305490 
 -99.17928034; 29.85332518 
 -99.17959087; 29.85331613 
 -99.17960126; 29.85358641 
 -99.17991180; 29.85357736 
 -99.17992219; 29.85384764 
 -99.17993259; 29.85411792 
 -99.18024312; 29.85410887 
 -99.18025352; 29.85437915 
 -99.18026391; 29.85464942 
 -99.18057445; 29.85464038 
 -99.18088499; 29.85463133 
 -99.18119553; 29.85462228 
 -99.18120593; 29.85489255 
 -99.18151646; 29.85488350 
 -99.18182700; 29.85487445 
 -99.18183740; 29.85514473 
 -99.18184781; 29.85541500 
 -99.18215835; 29.85540595 
 -99.18216875; 29.85567623 
 -99.18217915; 29.85594650 
 -99.18218955; 29.85621678 
 -99.18250010; 29.85620772 
 -99.18251050; 29.85647800 
 -99.18252090; 29.85674827 
 -99.18283145; 29.85673922 
 -99.18284185; 29.85700950 
 -99.18285226; 29.85727977 
 -99.18254171; 29.85728883 
 -99.18255212; 29.85755910 
 -99.18256252; 29.85782938 
 -99.18287307; 29.85782032 
 -99.18288347; 29.85809059 
 -99.18289388; 29.85836087 
 -99.18290428; 29.85863114 
 -99.18321484; 29.85862209 
 -99.18352539; 29.85861303 
 -99.18353580; 29.85888331 
 -99.18384635; 29.85887425 
 -99.18415690; 29.85886519 
 -99.18446746; 29.85885613 
 -99.18447787; 29.85912640 
 -99.18478842; 29.85911734 
 -99.18509897; 29.85910828 
 -99.18540953; 29.85909922 
 -99.18572008; 29.85909016 
 -99.18573050; 29.85936043 
 -99.18574091; 29.85963070 
 -99.18575133; 29.85990098 
 -99.18576174; 29.86017125 
 -99.18577216; 29.86044152 
 -99.18578257; 29.86071180 
 -99.18579299; 29.86098207 
 -99.18610355; 29.86097300 
 -99.18611396; 29.86124328 
 -99.18642452; 29.86123421 
 -99.18673509; 29.86122515 
 -99.18704565; 29.86121608 
 -99.18703523; 29.86094581 
 -99.18734579; 29.86093674 
 -99.18765635; 29.86092767 
 -99.18796691; 29.86091860 
 -99.18827747; 29.86090953 
 -99.18858803; 29.86090046 
 -99.18889859; 29.86089139 
 -99.18888817; 29.86062111 
 -99.18919873; 29.86061204 
 -99.18918830; 29.86034177 
 -99.18949886; 29.86033269 
 -99.18980942; 29.86032362 
 -99.18979899; 29.86005335 
 -99.19010955; 29.86004427 
 -99.19042010; 29.86003520 
 -99.19073066; 29.86002612 
 -99.19104122; 29.86001704 
 -99.19135178; 29.86000796 
 -99.19166233; 29.85999888 
 -99.19197289; 29.85998980 
 -99.19228345; 29.85998072 
 -99.19259400; 29.85997164 
 -99.19260444; 29.86024191 
 -99.19291500; 29.86023282 
 -99.19292543; 29.86050310 
 -99.19323599; 29.86049401 
