lon ; lat 
  nan; nan 
 -94.20614690; 37.12421690 
 -94.20580610; 37.12421184 
 -94.20581254; 37.12394416 
 -94.20615333; 37.12394922 
 -94.20614690; 37.12421690 
 nan; nan 
 -94.60320769; 37.36586863 
 -94.60321271; 37.36560096 
 -94.60355464; 37.36560490 
 -94.60354961; 37.36587257 
 -94.60320769; 37.36586863 
 nan; nan 
 -94.20614690; 37.12421690 
 -94.20648769; 37.12422195 
 -94.20648126; 37.12448963 
 -94.20682205; 37.12449468 
 -94.20681562; 37.12476236 
 -94.20715642; 37.12476741 
 -94.20714999; 37.12503509 
 -94.20749079; 37.12504014 
 -94.20748436; 37.12530781 
 -94.20782516; 37.12531286 
 -94.20816596; 37.12531791 
 -94.20850675; 37.12532296 
 -94.20884755; 37.12532800 
 -94.20918835; 37.12533305 
 -94.20952915; 37.12533809 
 -94.20953557; 37.12507042 
 -94.20987637; 37.12507546 
 -94.21021717; 37.12508050 
 -94.21022359; 37.12481282 
 -94.21056439; 37.12481786 
 -94.21055797; 37.12508554 
 -94.21089877; 37.12509058 
 -94.21089235; 37.12535826 
 -94.21123315; 37.12536330 
 -94.21122673; 37.12563098 
 -94.21156753; 37.12563602 
 -94.21190833; 37.12564105 
 -94.21190192; 37.12590873 
 -94.21189551; 37.12617641 
 -94.21223631; 37.12618145 
 -94.21222990; 37.12644913 
 -94.21257070; 37.12645416 
 -94.21256429; 37.12672184 
 -94.21255788; 37.12698952 
 -94.21289869; 37.12699455 
 -94.21289228; 37.12726223 
 -94.21323309; 37.12726726 
 -94.21357389; 37.12727230 
 -94.21391470; 37.12727733 
 -94.21390830; 37.12754501 
 -94.21424911; 37.12755004 
 -94.21458992; 37.12755507 
 -94.21493073; 37.12756010 
 -94.21527154; 37.12756513 
 -94.21561234; 37.12757015 
 -94.21560594; 37.12783783 
 -94.21594676; 37.12784286 
 -94.21594036; 37.12811053 
 -94.21628117; 37.12811556 
 -94.21627477; 37.12838324 
 -94.21661558; 37.12838826 
 -94.21660919; 37.12865594 
 -94.21695000; 37.12866096 
 -94.21694361; 37.12892864 
 -94.21728442; 37.12893366 
 -94.21727803; 37.12920134 
 -94.21761885; 37.12920636 
 -94.21761245; 37.12947404 
 -94.21795327; 37.12947906 
 -94.21829409; 37.12948408 
 -94.21828770; 37.12975176 
 -94.21862852; 37.12975678 
 -94.21862213; 37.13002446 
 -94.21896295; 37.13002947 
 -94.21895656; 37.13029715 
 -94.21929739; 37.13030217 
 -94.21963821; 37.13030718 
 -94.21997903; 37.13031220 
 -94.21997265; 37.13057988 
 -94.22031347; 37.13058489 
 -94.22065429; 37.13058990 
 -94.22099512; 37.13059492 
 -94.22133594; 37.13059993 
 -94.22167677; 37.13060494 
 -94.22201759; 37.13060995 
 -94.22201121; 37.13087762 
 -94.22235204; 37.13088263 
 -94.22234566; 37.13115031 
 -94.22268649; 37.13115532 
 -94.22268011; 37.13142300 
 -94.22302094; 37.13142800 
 -94.22301457; 37.13169568 
 -94.22300819; 37.13196336 
 -94.22300182; 37.13223104 
 -94.22299545; 37.13249871 
 -94.22298907; 37.13276639 
 -94.22332991; 37.13277140 
 -94.22332353; 37.13303908 
 -94.22366437; 37.13304408 
 -94.22365800; 37.13331176 
 -94.22399883; 37.13331676 
 -94.22433967; 37.13332176 
 -94.22468051; 37.13332677 
 -94.22502134; 37.13333177 
 -94.22536218; 37.13333677 
 -94.22570302; 37.13334176 
 -94.22604385; 37.13334676 
 -94.22603749; 37.13361444 
 -94.22637833; 37.13361944 
 -94.22671917; 37.13362443 
 -94.22672553; 37.13335675 
 -94.22706636; 37.13336175 
 -94.22706000; 37.13362943 
 -94.22740084; 37.13363442 
 -94.22739448; 37.13390210 
 -94.22773532; 37.13390709 
 -94.22772897; 37.13417477 
 -94.22806981; 37.13417976 
 -94.22806345; 37.13444744 
 -94.22840429; 37.13445243 
 -94.22839794; 37.13472011 
 -94.22873878; 37.13472510 
 -94.22873243; 37.13499278 
 -94.22907327; 37.13499777 
 -94.22906692; 37.13526545 
 -94.22940777; 37.13527043 
 -94.22940142; 37.13553811 
 -94.22974226; 37.13554310 
 -94.22973591; 37.13581078 
 -94.23007676; 37.13581576 
 -94.23007041; 37.13608344 
 -94.23041126; 37.13608843 
 -94.23040491; 37.13635610 
 -94.23074576; 37.13636109 
 -94.23108662; 37.13636607 
 -94.23108027; 37.13663375 
 -94.23142112; 37.13663873 
 -94.23141478; 37.13690641 
 -94.23175563; 37.13691139 
 -94.23174929; 37.13717907 
 -94.23209014; 37.13718405 
 -94.23208380; 37.13745173 
 -94.23242466; 37.13745671 
 -94.23241832; 37.13772439 
 -94.23275917; 37.13772937 
 -94.23310003; 37.13773434 
 -94.23309369; 37.13800202 
 -94.23343455; 37.13800700 
 -94.23342821; 37.13827468 
 -94.23376907; 37.13827965 
 -94.23410993; 37.13828463 
 -94.23445079; 37.13828960 
 -94.23479165; 37.13829457 
 -94.23513251; 37.13829955 
 -94.23512618; 37.13856722 
 -94.23546704; 37.13857220 
 -94.23580791; 37.13857717 
 -94.23580158; 37.13884484 
 -94.23614244; 37.13884981 
 -94.23648330; 37.13885478 
 -94.23682417; 37.13885975 
 -94.23681784; 37.13912743 
 -94.23681152; 37.13939510 
 -94.23680519; 37.13966278 
 -94.23714606; 37.13966775 
 -94.23748692; 37.13967271 
 -94.23782779; 37.13967768 
 -94.23782147; 37.13994536 
 -94.23816234; 37.13995032 
 -94.23850320; 37.13995528 
 -94.23884407; 37.13996024 
 -94.23918494; 37.13996521 
 -94.23952581; 37.13997016 
 -94.23951949; 37.14023784 
 -94.23986036; 37.14024280 
 -94.24020123; 37.14024776 
 -94.24020754; 37.13998008 
 -94.24054841; 37.13998504 
 -94.24088928; 37.13998999 
 -94.24088297; 37.14025767 
 -94.24122384; 37.14026263 
 -94.24156471; 37.14026758 
 -94.24190558; 37.14027253 
 -94.24189927; 37.14054021 
 -94.24224014; 37.14054516 
 -94.24258101; 37.14055012 
 -94.24257471; 37.14081779 
 -94.24291558; 37.14082274 
 -94.24290928; 37.14109042 
 -94.24325015; 37.14109537 
 -94.24324385; 37.14136305 
 -94.24358472; 37.14136800 
 -94.24357842; 37.14163568 
 -94.24391930; 37.14164062 
 -94.24391300; 37.14190830 
 -94.24390670; 37.14217598 
 -94.24424758; 37.14218093 
 -94.24458845; 37.14218587 
 -94.24458216; 37.14245355 
 -94.24492304; 37.14245849 
 -94.24491674; 37.14272617 
 -94.24525762; 37.14273112 
 -94.24525133; 37.14299879 
 -94.24559221; 37.14300374 
 -94.24558591; 37.14327141 
 -94.24592680; 37.14327636 
 -94.24592051; 37.14354403 
 -94.24557962; 37.14353909 
 -94.24557333; 37.14380677 
 -94.24523244; 37.14380183 
 -94.24522615; 37.14406951 
 -94.24556703; 37.14407445 
 -94.24556074; 37.14434213 
 -94.24555445; 37.14460980 
 -94.24589533; 37.14461475 
 -94.24588904; 37.14488242 
 -94.24622993; 37.14488736 
 -94.24657082; 37.14489230 
 -94.24691171; 37.14489724 
 -94.24725261; 37.14490218 
 -94.24725889; 37.14463450 
 -94.24759978; 37.14463944 
 -94.24760607; 37.14437176 
 -94.24794696; 37.14437670 
 -94.24795324; 37.14410902 
 -94.24829413; 37.14411395 
 -94.24863502; 37.14411889 
 -94.24897591; 37.14412382 
 -94.24898219; 37.14385614 
 -94.24932307; 37.14386108 
 -94.24932935; 37.14359340 
 -94.24967024; 37.14359833 
 -94.24967652; 37.14333065 
 -94.24968280; 37.14306297 
 -94.25002368; 37.14306790 
 -94.25002996; 37.14280022 
 -94.25003624; 37.14253255 
 -94.25004251; 37.14226487 
 -94.25004879; 37.14199719 
 -94.25038967; 37.14200212 
 -94.25039595; 37.14173444 
 -94.25073682; 37.14173937 
 -94.25074310; 37.14147169 
