basin_id,sum(fast_paras),sum(xSSA_sobol_indexes["paras"]["msi"]["Q"])
01BJ003,-9999.000000,0.594719
08KB001,-9999.000000,0.596306
03381500,0.624043,0.677731
03604400,0.690180,0.686990
05578500,0.604320,0.649149
02439400,0.683688,0.672181
09447800,0.463780,0.559846
09034250,0.734512,0.503884
06887500,0.434443,0.656959
07035800,0.668400,0.663833
04041500,0.709853,0.617274
14372300,0.744183,0.576754
034315005,0.685322,0.711085
09365000,0.558076,0.581767
07344493,0.606459,0.632878
02052000,0.651875,0.679047
01671020,0.663768,0.667737
09408135,0.592158,0.569977
06123030,0.530004,0.607863
12354500,0.705854,0.555374
02440500,0.657080,0.669222
07174400,0.547314,0.619975
02NE011,-9999.000000,0.608987
03227500,0.615474,0.679153
01417500,0.747285,0.632362
09400350,0.426533,0.607351
02268903,0.445849,0.688783
10311400,0.701625,0.487979
05051522,0.520097,0.604535
03225500,0.629736,0.669082
06902000,0.583849,0.655852
08317400,0.529261,0.581971
11123000,0.707095,0.408002
05062000,0.537068,0.591466
02233500,0.492316,0.681416
02297310,0.494287,0.661884
023177483,0.565950,0.666302
02341505,0.653717,0.706379
06605850,0.547129,0.607187
02054500,0.669582,0.660493
04FA001,-9999.000000,0.581651
02319800,0.577938,0.695329
06873000,0.430321,0.593698
12331500,0.679089,0.568366
07145500,0.454745,0.609650
01BF001,-9999.000000,0.582749
03030500,0.731291,0.643171
07EC003,-9999.000000,0.559358
07105800,0.508909,0.607622
02QC009,-9999.000000,0.572400
05431486,0.599852,0.623318
01574000,0.669926,0.657936
04159492,0.626990,0.653573
08NE001,-9999.000000,0.510880
08LF051,-9999.000000,0.580497
08KC001,-9999.000000,0.609303
09512500,0.524746,0.535702
09419700,0.443099,0.461171
03328000,0.620201,0.661265
02041650,0.662147,0.669762
01512500,0.728375,0.652366
02192500,0.647236,0.665304
08401900,0.325966,0.537844
06714000,0.529137,0.601807
02071000,0.660371,0.676373
04180500,0.624174,0.651627
01447800,0.745954,0.639112
02PJ030,-9999.000000,0.616745
07362000,0.663891,0.675016
05597000,0.627566,0.660960
05EF004,-9999.000000,0.569438
08KA005,-9999.000000,0.551417
06881000,0.488277,0.621942
08130700,0.382376,0.571948
13317000,0.730432,0.519459
07288650,0.617225,0.655102
01600000,0.720436,0.650560
11532500,0.740009,0.562815
04024430,0.646888,0.607315
06809500,0.557696,0.627897
08MG005,-9999.000000,0.523026
08110800,0.554434,0.626865
08KF001,-9999.000000,0.585502
11192501,0.689507,0.444505
14211010,0.747209,0.589595
01321000,0.764999,0.607130
08061750,0.555639,0.631453
09444500,0.523153,0.581042
04276500,0.739653,0.630978
09486055,0.408636,0.545734
07314500,0.464275,0.581340
02317620,0.573261,0.686522
05315000,0.548887,0.592648
02312300,0.502390,0.684807
05311000,0.516818,0.609326
01104500,0.725026,0.640438
01BE001,-9999.000000,0.596983
03571000,0.702840,0.688107
06BB003,-9999.000000,0.595153
07096500,0.444383,0.596643
03324000,0.610775,0.662553
06870200,0.426045,0.634904
05078230,0.544855,0.588280
06412200,0.637951,0.611317
08LB069,-9999.000000,0.548237
01BL003,-9999.000000,0.603035
13292000,0.731170,0.526184
07251500,0.651197,0.640457
08033500,0.612880,0.668374
10300000,0.674324,0.472844
01576754,0.657304,0.669521
11023000,0.609115,0.444072
07FB006,-9999.000000,0.596088
09239500,0.749452,0.512597
14018500,0.666150,0.582145
01503000,0.733528,0.660558
08FF002,-9999.000000,0.585973
12451000,0.713243,0.464424
06357800,0.432093,0.612001
02369000,0.615354,0.675482
07341200,0.666004,0.642268
02323500,0.565030,0.703440
02YO008,-9999.000000,0.601978
03272100,0.621630,0.675370
09431500,0.514417,0.578939
07FD007,-9999.000000,0.598794
07169500,0.532865,0.621839
14232500,0.712871,0.521183
06FA001,-9999.000000,0.529891
07153000,0.529991,0.609434
04182000,0.603261,0.669943
05489000,0.586783,0.637367
10CB001,-9999.000000,0.572617
03363500,0.639263,0.664699
05457700,0.582684,0.617691
12448500,0.755579,0.454810
06421500,0.569269,0.617554
05212700,0.615435,0.603872
04DC002,-9999.000000,0.566595
05462000,0.568798,0.620313
05558300,0.600192,0.673880
12396500,0.725732,0.558331
06418900,0.602551,0.616144
02472850,0.640404,0.659959
11421000,0.722126,0.495597
10351650,0.681678,0.485621
07AC007,-9999.000000,0.601746
02414715,0.665477,0.696706
03011020,0.737043,0.649987
07346045,0.620548,0.638176
02075500,0.661251,0.679179
14048000,0.678031,0.596472
02QA002,-9999.000000,0.597845
09346400,0.684624,0.534758
06814000,0.534950,0.613200
06406500,0.500669,0.610859
13235000,0.739079,0.436283
02303000,0.476973,0.673966
07034000,0.664693,0.665311
06731000,0.565813,0.611823
06878000,0.505156,0.612209
07364100,0.664122,0.684506
05412400,0.601688,0.616046
01505000,0.728044,0.648555
09499000,0.607650,0.544021
07124000,0.425209,0.652523
04275500,0.753976,0.634728
07324200,0.459374,0.582966
05455100,0.572567,0.628039
03379500,0.616055,0.670152
08026000,0.617627,0.686734
11522500,0.749496,0.504776
03250500,0.678596,0.697110
09249750,0.730994,0.521700
03349000,0.620784,0.666112
04223000,0.725569,0.652945
06091700,0.759030,0.545991
03237020,0.631482,0.691392
03295890,0.633986,0.677723
14316500,0.742311,0.511042
13147900,0.718766,0.483074
07382000,0.633599,0.667009
02328522,0.578388,0.672177
09474000,0.458096,0.600919
02167450,0.646758,0.661088
13032500,0.754606,0.489442
12334510,0.737532,0.549964
14226500,0.721178,0.521862
09424447,0.534825,0.499336
11270900,0.719333,0.491137
08069000,0.542129,0.637138
05455700,0.574582,0.645000
06025500,0.697462,0.531254
04267500,0.758924,0.626419
01BJ007,-9999.000000,0.598144
03085000,0.708040,0.690191
08041500,0.613966,0.658417
06884025,0.489428,0.619193
06192500,0.750501,0.517946
04074950,0.671809,0.615586
07182510,0.537712,0.623819
06625000,0.765993,0.502762
02330000,0.579085,0.678917
07332500,0.570951,0.621751
11477000,0.735674,0.514386
03593500,0.686653,0.724885
07221500,0.427139,0.643746
07BB005,-9999.000000,0.592867
07109500,0.490916,0.618480
01358000,0.741977,0.640777
01199000,0.742901,0.634065
03436100,0.642445,0.676764
04062000,0.679591,0.615922
05476000,0.537045,0.606220
08NH005,-9999.000000,0.535375
05437050,0.604429,0.632551
02RF001,-9999.000000,0.599006
03410500,0.707793,0.691399
11216200,0.717476,0.434565
08KD007,-9999.000000,0.594002
14357500,0.737776,0.565647
04208504,0.670615,0.674165
04235600,0.685635,0.671801
12335100,0.737168,0.561579
08255500,0.675082,0.516223
02318500,0.570338,0.677841
10131000,0.714059,0.534128
02372422,0.631957,0.680333
08NH007,-9999.000000,0.516788
06893578,0.544673,0.631656
14233500,0.724184,0.537526
04096405,0.630219,0.647307
06758500,0.469067,0.642761
08NN022,-9999.000000,0.553364
06108800,0.453284,0.604928
05078000,0.563785,0.594350
06897500,0.576504,0.646244
04059500,0.677439,0.622015
03455000,0.689784,0.700702
13341050,0.745541,0.533238
06821190,0.565325,0.647626
02374700,0.640975,0.676772
03269500,0.629161,0.666739
01471510,0.686664,0.652121
02049500,0.643691,0.681769
01576500,0.664560,0.665134
11246700,0.723704,0.468097
03203600,0.681271,0.681055
14111400,0.746717,0.496745
05508805,0.604886,0.640771
05593000,0.605790,0.679148
01151500,0.753671,0.611444
09188500,0.739857,0.453851
06701500,0.533284,0.556069
07029500,0.670496,0.680572
05SA002,-9999.000000,0.589462
02236000,0.474670,0.707741
05487980,0.588000,0.635116
05447500,0.604243,0.647001
11348500,0.703228,0.540761
04105000,0.640657,0.654045
03336645,0.609842,0.653558
01559000,0.702289,0.656418
02VC001,-9999.000000,0.561046
10020300,0.666098,0.517397
02359170,0.618506,0.716700
08289000,0.617787,0.561299
09242500,0.762656,0.498670
04LM001,-9999.000000,0.605890
14189000,0.745011,0.581791
06904010,0.584636,0.636449
02256500,0.437171,0.657544
07337900,0.657225,0.647385
10396000,0.715415,0.504773
10118000,0.682703,0.541962
06639000,0.510099,0.563040
11114000,0.677416,0.427472
06294000,0.506411,0.615174
08KE009,-9999.000000,0.595088
03091500,0.656842,0.675149
01144000,0.743744,0.611475
01454700,0.710802,0.650747
11070500,0.630681,0.447875
06724000,0.717012,0.588110
08175000,0.512714,0.601532
11464000,0.721046,0.484023
01318500,0.757378,0.618768
02336000,0.673881,0.684881
07311900,0.458443,0.572642
01036390,0.758255,0.613964
03157500,0.662268,0.671124
07196500,0.620857,0.653969
09163500,0.665112,0.565272
04189000,0.622969,0.665614
10CC002,-9999.000000,0.561614
09404900,0.583794,0.547516
03281500,0.689991,0.686084
06119600,0.602612,0.596980
12324590,0.644248,0.568933
01473000,0.679970,0.646990
07325000,0.467575,0.590903
06607500,0.537761,0.618418
04DA001,-9999.000000,0.583492
05404000,0.616014,0.637189
08073700,0.553947,0.635088
14211720,0.743114,0.621443
02217475,0.656231,0.672998
14361500,0.742446,0.570588
01547500,0.702722,0.651118
02YA001,-9999.000000,0.580166
04073365,0.580366,0.633649
12422500,0.747100,0.567024
02489000,0.656756,0.693571
08211000,0.412264,0.621490
06918440,0.605987,0.641596
02294655,0.445157,0.663502
03193000,0.687116,0.692508
06408500,0.587156,0.597881
04113000,0.620409,0.660684
06813500,0.464414,0.676821
05KC001,-9999.000000,0.565736
02160700,0.652929,0.666360
06914100,0.559079,0.625231
10126000,0.677557,0.545615
06877600,0.443480,0.636894
01606500,0.718527,0.666391
11070150,0.667772,0.450335
02350600,0.620040,0.661368
06473000,0.503257,0.603164
03BC002,-9999.000000,0.588024
02YR003,-9999.000000,0.607667
07104000,0.518796,0.605666
01197500,0.744450,0.634453
03348000,0.623041,0.660957
08323000,0.621772,0.518387
06814500,0.527323,0.621486
07FB008,-9999.000000,0.603523
04252500,0.762844,0.623817
06713000,0.440078,0.607660
06471000,0.498245,0.595580
07177500,0.565844,0.626583
12134500,0.720818,0.549460
09432000,0.504546,0.580244
03443000,0.718066,0.676587
01ED005,-9999.000000,0.625364
05514500,0.609024,0.654565
02414500,0.667974,0.692186
05353800,0.586170,0.610716
03098600,0.661409,0.677991
07311700,0.456865,0.563258
08ME025,-9999.000000,0.530593
06803555,0.500238,0.617266
13011900,0.763994,0.446300
05570000,0.596215,0.655514
12388200,0.730256,0.568165
02310947,0.502121,0.675597
11427000,0.729077,0.505876
04027500,0.675920,0.621016
13140800,0.737831,0.448711
07143665,0.493506,0.603850
05413500,0.585389,0.619751
03105500,0.672837,0.676643
13139500,0.742673,0.444585
07055608,0.638477,0.659810
08041000,0.617807,0.674620
11413520,0.722789,0.479538
07377000,0.651442,0.669280
03032500,0.714983,0.650632
12342500,0.761487,0.505804
01554000,0.719875,0.664136
07AH002,-9999.000000,0.587132
07261500,0.677451,0.656085
04084445,0.594484,0.636773
05528000,0.606404,0.634676
11012000,0.659613,0.454845
12395000,0.759048,0.530515
08068090,0.573400,0.646961
05411850,0.597855,0.617242
06915800,0.557203,0.634387
01EG002,-9999.000000,0.620241
01598500,0.727668,0.652026
03333700,0.612783,0.660973
02YK002,-9999.000000,0.588706
03351000,0.618907,0.670283
07243500,0.540065,0.622209
08217500,0.709640,0.483109
03360000,0.639159,0.662051
08MG013,-9999.000000,0.547231
03323500,0.599528,0.668953
02PA007,-9999.000000,0.609987
08LB064,-9999.000000,0.563907
04045500,0.723406,0.619254
04097500,0.624360,0.657903
02130561,0.636107,0.698607
02350512,0.618797,0.695841
03202400,0.678635,0.683418
09504000,0.523172,0.554266
07315700,0.500009,0.592560
03197000,0.716076,0.691307
02455000,0.663739,0.674561
02174000,0.590337,0.686423
07145200,0.449517,0.595955
05501000,0.590197,0.642650
08LG048,-9999.000000,0.555820
08055500,0.535336,0.623028
06345780,0.439868,0.590016
